[1818, 1374]
[folio, [608.0, 107.0, 141.0, 36.0], ReTX1qDWJF, 5681982]
[paragraph, [694.0, 1334.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1370.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1406.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1442.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1478.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1514.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1550.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1586.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1622.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1658.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
