[2339, 1656]
[paragraph, [804.0, 91.0, 713.0, 36.0], shoonya_10s7Y9T76ZJ7ZT, 5749979]
[paragraph, [79.0, 1185.0, 711.0, 36.0], shoonya_5sOMEW1GKZ4REG, 5749979]
[paragraph, [79.0, 1221.0, 711.0, 36.0], shoonya_5sOMEW1GKZ4REG, 5749979]
[paragraph, [824.0, 1062.0, 701.0, 36.0], shoonya_4sS9C0LYONHJYS, 5749979]
[paragraph, [824.0, 1098.0, 701.0, 36.0], shoonya_4sS9C0LYONHJYS, 5749979]
[paragraph, [824.0, 1134.0, 701.0, 36.0], shoonya_4sS9C0LYONHJYS, 5749979]
[paragraph, [824.0, 1170.0, 701.0, 36.0], shoonya_4sS9C0LYONHJYS, 5749979]
[paragraph, [824.0, 1206.0, 701.0, 36.0], shoonya_4sS9C0LYONHJYS, 5749979]
[paragraph, [824.0, 1242.0, 701.0, 36.0], shoonya_4sS9C0LYONHJYS, 5749979]
[paragraph, [824.0, 1278.0, 701.0, 36.0], shoonya_4sS9C0LYONHJYS, 5749979]
[paragraph, [105.0, 1274.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1310.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1346.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1382.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1418.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1454.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1490.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1526.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1562.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1598.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1634.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1670.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1706.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1742.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1778.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1814.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [105.0, 1850.0, 665.0, 36.0], shoonya_8sXPSTW6NWPTB6, 5749979]
[paragraph, [826.0, 1323.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1359.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1395.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1431.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1467.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1503.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1539.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1575.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1611.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1647.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1683.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1719.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1755.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1791.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1827.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1863.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1899.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1935.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 1971.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 2007.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 2043.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [826.0, 2079.0, 704.0, 36.0], shoonya_3sIESGPYWL5X9M, 5749979]
[paragraph, [97.0, 1910.0, 700.0, 36.0], shoonya_9sVXNWX31BD72S, 5749979]
[paragraph, [97.0, 1946.0, 700.0, 36.0], shoonya_9sVXNWX31BD72S, 5749979]
[paragraph, [97.0, 1982.0, 700.0, 36.0], shoonya_9sVXNWX31BD72S, 5749979]
[paragraph, [97.0, 2018.0, 700.0, 36.0], shoonya_9sVXNWX31BD72S, 5749979]
[paragraph, [97.0, 2054.0, 700.0, 36.0], shoonya_9sVXNWX31BD72S, 5749979]
