[872, 605]
[section-title, [235.0, 68.0, 136.0, 30.0], k7GAnGoKn-, 6456856]
[index, [27.0, 584.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [27.0, 602.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [27.0, 620.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [27.0, 638.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [27.0, 656.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [27.0, 674.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [27.0, 692.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [27.0, 710.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [27.0, 728.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [27.0, 746.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [27.0, 764.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [27.0, 782.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [27.0, 800.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [27.0, 818.0, 274.0, 18.0], shoonya_0sNS8OWTOJ5Q1Q, 6456856]
[index, [303.0, 154.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 172.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 190.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 208.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 226.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 244.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 262.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 280.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 298.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 316.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 334.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 352.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 370.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 388.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 406.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 424.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 442.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 460.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 478.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 496.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 514.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 532.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 550.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 568.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 586.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 604.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 622.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 640.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 658.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 676.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 694.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 712.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 730.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 748.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 766.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 784.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
[index, [303.0, 802.0, 262.0, 18.0], shoonya_1sBA59YVW0HDDY, 6456856]
