[2009, 1402]
[chapter-title, [360.0, 99.0, 708.0, 70.5], 5__7eo8Y9W, 5654457]
[paragraph, [956.0, 634.0, 358.0, 36.0], shoonya_6sY0LEQ274MPKF, 5654457]
[paragraph, [956.0, 670.0, 358.0, 36.0], shoonya_6sY0LEQ274MPKF, 5654457]
[paragraph, [956.0, 706.0, 358.0, 36.0], shoonya_6sY0LEQ274MPKF, 5654457]
[paragraph, [956.0, 742.0, 358.0, 36.0], shoonya_6sY0LEQ274MPKF, 5654457]
[paragraph, [956.0, 778.0, 358.0, 36.0], shoonya_6sY0LEQ274MPKF, 5654457]
[paragraph, [956.0, 814.0, 358.0, 36.0], shoonya_6sY0LEQ274MPKF, 5654457]
[paragraph, [35.0, 881.0, 642.0, 36.0], dPNhaT3CxL, 5654457]
[paragraph, [35.0, 917.0, 642.0, 36.0], dPNhaT3CxL, 5654457]
[paragraph, [695.0, 881.0, 615.0, 36.0], shoonya_2sIB6YJHOEQEHI, 5654457]
[paragraph, [695.0, 917.0, 615.0, 36.0], shoonya_2sIB6YJHOEQEHI, 5654457]
[paragraph, [695.0, 953.0, 615.0, 36.0], shoonya_2sIB6YJHOEQEHI, 5654457]
[paragraph, [695.0, 989.0, 615.0, 36.0], shoonya_2sIB6YJHOEQEHI, 5654457]
[paragraph, [51.0, 963.0, 622.0, 36.0], shoonya_9s3LBMBJ5HDP64, 5654457]
[paragraph, [51.0, 999.0, 622.0, 36.0], shoonya_9s3LBMBJ5HDP64, 5654457]
[paragraph, [1009.0, 1039.0, 302.0, 36.0], shoonya_12sC4YPWEQQ2TJ, 5654457]
[paragraph, [1009.0, 1075.0, 302.0, 36.0], shoonya_12sC4YPWEQQ2TJ, 5654457]
[paragraph, [1009.0, 1111.0, 302.0, 36.0], shoonya_12sC4YPWEQQ2TJ, 5654457]
[paragraph, [1009.0, 1147.0, 302.0, 36.0], shoonya_12sC4YPWEQQ2TJ, 5654457]
[paragraph, [1009.0, 1183.0, 302.0, 36.0], shoonya_12sC4YPWEQQ2TJ, 5654457]
[paragraph, [1009.0, 1219.0, 302.0, 36.0], shoonya_12sC4YPWEQQ2TJ, 5654457]
[paragraph, [1009.0, 1255.0, 302.0, 36.0], shoonya_12sC4YPWEQQ2TJ, 5654457]
[paragraph, [51.0, 1044.0, 298.0, 36.0], shoonya_5sZREMWMMEP3J1, 5654457]
[paragraph, [51.0, 1080.0, 298.0, 36.0], shoonya_5sZREMWMMEP3J1, 5654457]
[paragraph, [51.0, 1116.0, 298.0, 36.0], shoonya_5sZREMWMMEP3J1, 5654457]
[paragraph, [51.0, 1152.0, 298.0, 36.0], shoonya_5sZREMWMMEP3J1, 5654457]
[paragraph, [51.0, 1188.0, 298.0, 36.0], shoonya_5sZREMWMMEP3J1, 5654457]
[paragraph, [51.0, 1224.0, 298.0, 36.0], shoonya_5sZREMWMMEP3J1, 5654457]
[paragraph, [51.0, 1260.0, 298.0, 36.0], shoonya_5sZREMWMMEP3J1, 5654457]
[paragraph, [693.0, 1322.0, 617.0, 36.0], shoonya_18s91VVGIWPS5M, 5654457]
[paragraph, [693.0, 1358.0, 617.0, 36.0], shoonya_18s91VVGIWPS5M, 5654457]
[paragraph, [46.0, 1325.0, 454.0, 36.0], shoonya_13sATYU1HVVDW1, 5654457]
[paragraph, [35.0, 1354.0, 652.0, 36.0], eHdsu65XPo, 5654457]
[paragraph, [35.0, 1390.0, 652.0, 36.0], eHdsu65XPo, 5654457]
[paragraph, [726.0, 1400.0, 584.0, 36.0], gXmoTMmBgU, 5654457]
[paragraph, [864.0, 1443.0, 462.0, 36.0], YX4Wyt5EVx, 5654457]
[paragraph, [864.0, 1479.0, 462.0, 36.0], YX4Wyt5EVx, 5654457]
[paragraph, [864.0, 1515.0, 462.0, 36.0], YX4Wyt5EVx, 5654457]
[paragraph, [864.0, 1551.0, 462.0, 36.0], YX4Wyt5EVx, 5654457]
[paragraph, [864.0, 1587.0, 462.0, 36.0], YX4Wyt5EVx, 5654457]
[paragraph, [864.0, 1623.0, 462.0, 36.0], YX4Wyt5EVx, 5654457]
[paragraph, [864.0, 1659.0, 462.0, 36.0], YX4Wyt5EVx, 5654457]
[paragraph, [864.0, 1695.0, 462.0, 36.0], YX4Wyt5EVx, 5654457]
[paragraph, [43.0, 1447.0, 463.0, 36.0], mFRTebPO_2, 5654457]
[paragraph, [43.0, 1483.0, 463.0, 36.0], mFRTebPO_2, 5654457]
[paragraph, [43.0, 1519.0, 463.0, 36.0], mFRTebPO_2, 5654457]
[paragraph, [43.0, 1555.0, 463.0, 36.0], mFRTebPO_2, 5654457]
[paragraph, [43.0, 1591.0, 463.0, 36.0], mFRTebPO_2, 5654457]
[paragraph, [43.0, 1627.0, 463.0, 36.0], mFRTebPO_2, 5654457]
[paragraph, [43.0, 1663.0, 463.0, 36.0], mFRTebPO_2, 5654457]
[paragraph, [43.0, 1699.0, 463.0, 36.0], mFRTebPO_2, 5654457]
[paragraph, [30.0, 1757.0, 657.0, 36.0], cFv-ptC8yj, 5654457]
[paragraph, [30.0, 1793.0, 657.0, 36.0], cFv-ptC8yj, 5654457]
[paragraph, [684.0, 1762.0, 638.0, 36.0], Pl3q92KVhx, 5654457]
[paragraph, [684.0, 1798.0, 638.0, 36.0], Pl3q92KVhx, 5654457]
[paragraph, [686.0, 1839.0, 658.0, 36.0], rW02qJIL4J, 5654457]
[paragraph, [686.0, 1875.0, 658.0, 36.0], rW02qJIL4J, 5654457]
[paragraph, [61.0, 1847.0, 614.0, 36.0], JEVW7aiOma, 5654457]
[paragraph, [61.0, 1883.0, 614.0, 36.0], JEVW7aiOma, 5654457]
[folio, [339.0, 1937.0, 703.0, 36.0], f73kGY_BOh, 5654457]
