[1298, 853]
[section-title, [340.0, 69.0, 187.0, 30.0], shoonya_0sLA8KZBP3I9U5, 5710121]
[paragraph, [59.0, 693.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 711.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 729.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 747.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 765.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 783.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 801.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 819.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 837.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 855.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 873.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 891.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 909.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 927.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 945.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 963.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 981.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 999.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 1017.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 1035.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 1053.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 1071.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 1089.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [59.0, 1107.0, 740.0, 18.0], shoonya_2s3VASOXWXRIAF, 5710121]
[paragraph, [61.0, 1140.0, 739.0, 18.0], shoonya_1sI0D3K2C29AAE, 5710121]
[paragraph, [61.0, 1158.0, 739.0, 18.0], shoonya_1sI0D3K2C29AAE, 5710121]
[paragraph, [61.0, 1176.0, 739.0, 18.0], shoonya_1sI0D3K2C29AAE, 5710121]
[paragraph, [61.0, 1194.0, 739.0, 18.0], shoonya_1sI0D3K2C29AAE, 5710121]
[paragraph, [61.0, 1212.0, 739.0, 18.0], shoonya_1sI0D3K2C29AAE, 5710121]
