[1468, 909]
[folio, [370.0, 64.0, 162.0, 18.0], 77hBhqXyF2, 5770758]
[paragraph, [457.0, 530.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 548.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 566.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 584.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 602.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 620.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 638.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 656.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 674.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 692.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 710.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 728.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 746.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 764.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 782.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 800.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 818.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [457.0, 836.0, 377.0, 18.0], Wauk1HRJZQ, 5770758]
[paragraph, [71.0, 224.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 242.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 260.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 278.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 296.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 314.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 332.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 350.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 368.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 386.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 404.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 422.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 440.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 458.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 476.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 494.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 512.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 530.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 548.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 566.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 584.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 602.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 620.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 638.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 656.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 674.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 692.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 710.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 728.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 746.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 764.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 782.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 800.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 818.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 836.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 854.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 872.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 890.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 908.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 926.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 944.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 962.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 980.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 998.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1016.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1034.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1052.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1070.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1088.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1106.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1124.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1142.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1160.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1178.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1196.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1214.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1232.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [71.0, 1250.0, 382.0, 18.0], z78zh5vcxv, 5770758]
[paragraph, [461.0, 890.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 908.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 926.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 944.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 962.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 980.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 998.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1016.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1034.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1052.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1070.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1088.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1106.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1124.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1142.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1160.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1178.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1196.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1214.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1232.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [461.0, 1250.0, 373.0, 18.0], 2TaH9lJQXn, 5770758]
[paragraph, [71.0, 1270.0, 379.0, 18.0], _yDGxX4aUM, 5770758]
[paragraph, [71.0, 1288.0, 379.0, 18.0], _yDGxX4aUM, 5770758]
[paragraph, [71.0, 1306.0, 379.0, 18.0], _yDGxX4aUM, 5770758]
[paragraph, [71.0, 1324.0, 379.0, 18.0], _yDGxX4aUM, 5770758]
[paragraph, [71.0, 1342.0, 379.0, 18.0], _yDGxX4aUM, 5770758]
[paragraph, [71.0, 1360.0, 379.0, 18.0], _yDGxX4aUM, 5770758]
[paragraph, [460.0, 1294.0, 374.0, 18.0], UHLyJp6_7N, 5770758]
[paragraph, [460.0, 1312.0, 374.0, 18.0], UHLyJp6_7N, 5770758]
[paragraph, [460.0, 1330.0, 374.0, 18.0], UHLyJp6_7N, 5770758]
[paragraph, [460.0, 1348.0, 374.0, 18.0], UHLyJp6_7N, 5770758]
[paragraph, [460.0, 1366.0, 374.0, 18.0], UHLyJp6_7N, 5770758]
