[2338, 1654]
[paragraph, [179.0, 144.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1620.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1656.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1692.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1728.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1764.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1821.0, 1301.0, 36.0], shoonya_0sJFL6XK37KLUX, 5753479]
[paragraph, [179.0, 1857.0, 1301.0, 36.0], shoonya_0sJFL6XK37KLUX, 5753479]
[paragraph, [179.0, 1893.0, 1301.0, 36.0], shoonya_0sJFL6XK37KLUX, 5753479]
[paragraph, [179.0, 1929.0, 1301.0, 36.0], shoonya_0sJFL6XK37KLUX, 5753479]
[paragraph, [179.0, 1965.0, 1301.0, 36.0], shoonya_0sJFL6XK37KLUX, 5753479]
[paragraph, [179.0, 2001.0, 1301.0, 36.0], shoonya_0sJFL6XK37KLUX, 5753479]
[paragraph, [179.0, 2037.0, 1301.0, 36.0], shoonya_0sJFL6XK37KLUX, 5753479]
