[2200, 1700]
[paragraph, [141.0, 203.0, 672.0, 36.0], shoonya_3sU4X6YV1YD521, 5752678]
[paragraph, [140.0, 1349.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [140.0, 1385.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [140.0, 1421.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [140.0, 1457.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [140.0, 1493.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [140.0, 1529.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [140.0, 1565.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [140.0, 1601.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [140.0, 1637.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [900.0, 1278.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1314.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1350.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1386.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1422.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1458.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1494.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1530.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1566.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1602.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1638.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1674.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1710.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1746.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [900.0, 1782.0, 655.0, 36.0], shoonya_1s49SML8KDERPH, 5752678]
[paragraph, [129.0, 1747.0, 685.0, 36.0], quEoAJIPJW, 5752678]
[paragraph, [129.0, 1783.0, 685.0, 36.0], quEoAJIPJW, 5752678]
[paragraph, [129.0, 1819.0, 685.0, 36.0], quEoAJIPJW, 5752678]
[paragraph, [129.0, 1855.0, 685.0, 36.0], quEoAJIPJW, 5752678]
[paragraph, [129.0, 1891.0, 685.0, 36.0], quEoAJIPJW, 5752678]
[paragraph, [129.0, 1927.0, 685.0, 36.0], quEoAJIPJW, 5752678]
[paragraph, [902.0, 1885.0, 654.0, 36.0], shoonya_8sLEJ4FYQPPLFZ, 5752678]
[paragraph, [902.0, 1921.0, 654.0, 36.0], shoonya_8sLEJ4FYQPPLFZ, 5752678]
[paragraph, [902.0, 1957.0, 654.0, 36.0], shoonya_8sLEJ4FYQPPLFZ, 5752678]
