[1823, 1375]
[folio, [567.0, 109.0, 237.0, 36.0], shoonya_7sB42MHWP76WTV, 5683518]
[paragraph, [114.0, 1251.0, 565.0, 36.0], shoonya_1s4XZ8RLBLYEN4, 5683518]
[paragraph, [114.0, 1287.0, 565.0, 36.0], shoonya_1s4XZ8RLBLYEN4, 5683518]
[paragraph, [114.0, 1323.0, 565.0, 36.0], shoonya_1s4XZ8RLBLYEN4, 5683518]
[paragraph, [114.0, 1359.0, 565.0, 36.0], shoonya_1s4XZ8RLBLYEN4, 5683518]
[paragraph, [114.0, 1395.0, 565.0, 36.0], shoonya_1s4XZ8RLBLYEN4, 5683518]
[paragraph, [114.0, 1431.0, 565.0, 36.0], shoonya_1s4XZ8RLBLYEN4, 5683518]
[paragraph, [114.0, 1467.0, 565.0, 36.0], shoonya_1s4XZ8RLBLYEN4, 5683518]
[paragraph, [114.0, 1503.0, 565.0, 36.0], shoonya_1s4XZ8RLBLYEN4, 5683518]
[paragraph, [114.0, 1539.0, 565.0, 36.0], shoonya_1s4XZ8RLBLYEN4, 5683518]
[paragraph, [114.0, 1575.0, 565.0, 36.0], shoonya_1s4XZ8RLBLYEN4, 5683518]
[paragraph, [697.0, 496.0, 574.0, 36.0], shoonya_2s7VVDRD03LY5N, 5683518]
[paragraph, [697.0, 532.0, 574.0, 36.0], shoonya_2s7VVDRD03LY5N, 5683518]
[paragraph, [697.0, 568.0, 574.0, 36.0], shoonya_2s7VVDRD03LY5N, 5683518]
[paragraph, [697.0, 604.0, 574.0, 36.0], shoonya_2s7VVDRD03LY5N, 5683518]
[paragraph, [697.0, 640.0, 574.0, 36.0], shoonya_2s7VVDRD03LY5N, 5683518]
[paragraph, [697.0, 676.0, 574.0, 36.0], shoonya_2s7VVDRD03LY5N, 5683518]
[paragraph, [697.0, 712.0, 574.0, 36.0], shoonya_2s7VVDRD03LY5N, 5683518]
[paragraph, [697.0, 748.0, 574.0, 36.0], shoonya_2s7VVDRD03LY5N, 5683518]
[paragraph, [697.0, 784.0, 574.0, 36.0], shoonya_2s7VVDRD03LY5N, 5683518]
[paragraph, [701.0, 858.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 894.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 930.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 966.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1002.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1038.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1074.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1110.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1146.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1182.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1218.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1254.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1290.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1326.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1362.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1398.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1434.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1470.0, 568.0, 36.0], shoonya_0s7A343ZJ77V0H, 5683518]
[paragraph, [701.0, 1511.0, 570.0, 36.0], shoonya_6sDG2WON2O7QXA, 5683518]
[paragraph, [701.0, 1547.0, 570.0, 36.0], shoonya_6sDG2WON2O7QXA, 5683518]
[paragraph, [701.0, 1583.0, 570.0, 36.0], shoonya_6sDG2WON2O7QXA, 5683518]
[footnote, [145.0, 1670.0, 896.0, 36.0], zj9aCEbgHa, 5683518]
