[1298, 853]
[section-title, [310.0, 69.0, 225.0, 30.0], shoonya_3s4T7H6ZZOU6N1, 5710021]
[paragraph, [68.0, 634.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 652.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 670.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 688.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 706.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 724.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 742.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 760.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 778.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 796.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 814.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 832.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 850.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 868.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 886.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 904.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 922.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 940.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 958.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 976.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 994.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 1012.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 1030.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 1048.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 1066.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 1084.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 1102.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 1120.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 1138.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 1156.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 1174.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 1192.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 1210.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
