[1818, 1374]
[folio, [488.0, 106.0, 409.0, 36.0], shoonya_1sMICOPYXMD3CW, 5681916]
[paragraph, [695.0, 1529.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
[paragraph, [695.0, 1565.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
[paragraph, [695.0, 1601.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
[paragraph, [695.0, 1637.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
[paragraph, [695.0, 1673.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
[paragraph, [108.0, 1502.0, 573.0, 36.0], XbjKoGWRzs, 5681916]
[paragraph, [108.0, 1538.0, 573.0, 36.0], XbjKoGWRzs, 5681916]
[paragraph, [108.0, 1574.0, 573.0, 36.0], XbjKoGWRzs, 5681916]
[paragraph, [149.0, 1632.0, 429.0, 36.0], 7KSmNDAySt, 5681916]
[paragraph, [149.0, 1675.0, 525.0, 36.0], 1QCXt3smgt, 5681916]
