[2339, 1656]
[paragraph, [134.0, 96.0, 707.0, 36.0], shoonya_0sX9MNRJIHVMK1, 5750186]
[paragraph, [141.0, 1003.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1039.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1075.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1111.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1147.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1183.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1219.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1255.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1291.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1327.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1363.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1399.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1435.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1471.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1507.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1543.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1579.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1615.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1651.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1687.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1723.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1759.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1795.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1831.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1867.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1903.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1939.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 1975.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 2011.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 2047.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [141.0, 2083.0, 705.0, 36.0], shoonya_1s6ME99J31GN48, 5750186]
[paragraph, [874.0, 1009.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1045.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1081.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1117.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1153.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1189.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1225.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1261.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1297.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1333.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1369.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1405.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1441.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1477.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1513.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1549.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1585.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1621.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1657.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1693.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1729.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1765.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1801.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1837.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1873.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [874.0, 1909.0, 702.0, 36.0], shoonya_2sN9PX7D2Z769E, 5750186]
[paragraph, [883.0, 1965.0, 695.0, 36.0], shoonya_5sZ3JA0CEGE3G9, 5750186]
[paragraph, [883.0, 2001.0, 695.0, 36.0], shoonya_5sZ3JA0CEGE3G9, 5750186]
[paragraph, [883.0, 2037.0, 695.0, 36.0], shoonya_5sZ3JA0CEGE3G9, 5750186]
[paragraph, [883.0, 2073.0, 695.0, 36.0], shoonya_5sZ3JA0CEGE3G9, 5750186]
