[1275, 1650]
[unordered-list, [1126.0, 94.0, 490.0, 18.0], 71A57aSSB2, 6473628]
[unordered-list, [585.0, 709.0, 476.0, 18.0], hL0ZmYR9WB, 6473628]
[section-title, [96.0, 98.0, 358.0, 30.0], shoonya_2sE0LXZMA83J34, 6473628]
[paragraph, [48.0, 168.0, 466.0, 18.0], CxmEzt2pAM, 6473628]
[paragraph, [48.0, 186.0, 466.0, 18.0], CxmEzt2pAM, 6473628]
[paragraph, [48.0, 204.0, 466.0, 18.0], CxmEzt2pAM, 6473628]
[paragraph, [48.0, 222.0, 466.0, 18.0], CxmEzt2pAM, 6473628]
[paragraph, [48.0, 240.0, 466.0, 18.0], CxmEzt2pAM, 6473628]
[paragraph, [48.0, 258.0, 466.0, 18.0], CxmEzt2pAM, 6473628]
[paragraph, [48.0, 276.0, 466.0, 18.0], CxmEzt2pAM, 6473628]
[paragraph, [48.0, 294.0, 466.0, 18.0], CxmEzt2pAM, 6473628]
[section-title, [46.0, 333.0, 461.0, 30.0], 5iVfEqRaH8, 6473628]
[unordered-list, [45.0, 386.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 404.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 422.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 440.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 458.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 476.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 494.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 512.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 530.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 548.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 566.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 584.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 602.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 620.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 638.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 656.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 674.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 692.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 710.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 728.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[unordered-list, [45.0, 746.0, 472.0, 18.0], 8koo6LC3CV, 6473628]
[section-title, [1136.0, 540.0, 472.0, 30.0], df783hWfXe, 6473628]
[section-title, [1136.0, 570.0, 472.0, 30.0], df783hWfXe, 6473628]
[unordered-list, [1132.0, 631.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 649.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 667.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 685.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 703.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 721.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 739.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 757.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 775.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 793.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 811.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 829.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 847.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 865.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 883.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 901.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 919.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 937.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 955.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 973.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 991.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 1009.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 1027.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 1045.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 1063.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 1081.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 1099.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 1117.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 1135.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[unordered-list, [1132.0, 1153.0, 478.0, 18.0], LPNrLwgqfo, 6473628]
[section-title, [583.0, 746.0, 282.0, 30.0], L7331x5BEE, 6473628]
[section-title, [43.0, 791.0, 468.0, 30.0], Z3LmSjZCk0, 6473628]
[paragraph, [586.0, 812.0, 473.0, 18.0], shoonya_0sJJUQLTPQCD70, 6473628]
[paragraph, [586.0, 830.0, 473.0, 18.0], shoonya_0sJJUQLTPQCD70, 6473628]
[paragraph, [586.0, 848.0, 473.0, 18.0], shoonya_0sJJUQLTPQCD70, 6473628]
[paragraph, [586.0, 866.0, 473.0, 18.0], shoonya_0sJJUQLTPQCD70, 6473628]
[paragraph, [586.0, 884.0, 473.0, 18.0], shoonya_0sJJUQLTPQCD70, 6473628]
[paragraph, [586.0, 902.0, 473.0, 18.0], shoonya_0sJJUQLTPQCD70, 6473628]
[paragraph, [586.0, 920.0, 473.0, 18.0], shoonya_0sJJUQLTPQCD70, 6473628]
[unordered-list, [45.0, 853.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 871.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 889.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 907.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 925.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 943.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 961.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 979.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 997.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 1015.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 1033.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 1051.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 1069.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 1087.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 1105.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 1123.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 1141.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [45.0, 1159.0, 472.0, 18.0], 6JKy4LI2QK, 6473628]
[unordered-list, [584.0, 949.0, 477.0, 18.0], gYIKT_DnMI, 6473628]
[unordered-list, [584.0, 967.0, 477.0, 18.0], gYIKT_DnMI, 6473628]
[unordered-list, [584.0, 985.0, 477.0, 18.0], gYIKT_DnMI, 6473628]
[unordered-list, [584.0, 1003.0, 477.0, 18.0], gYIKT_DnMI, 6473628]
[unordered-list, [584.0, 1021.0, 477.0, 18.0], gYIKT_DnMI, 6473628]
[unordered-list, [584.0, 1039.0, 477.0, 18.0], gYIKT_DnMI, 6473628]
[unordered-list, [584.0, 1057.0, 477.0, 18.0], gYIKT_DnMI, 6473628]
[unordered-list, [584.0, 1075.0, 477.0, 18.0], gYIKT_DnMI, 6473628]
[unordered-list, [584.0, 1093.0, 477.0, 18.0], gYIKT_DnMI, 6473628]
[unordered-list, [584.0, 1111.0, 477.0, 18.0], gYIKT_DnMI, 6473628]
[unordered-list, [584.0, 1129.0, 477.0, 18.0], gYIKT_DnMI, 6473628]
[unordered-list, [584.0, 1147.0, 477.0, 18.0], gYIKT_DnMI, 6473628]
[unordered-list, [584.0, 1165.0, 477.0, 18.0], gYIKT_DnMI, 6473628]
