[1725, 1313]
[headline, [147.0, 203.0, 475.0, 37.5], shoonya_7sYA6C30GKXP3B, 5771300]
[paragraph, [121.0, 990.0, 527.0, 36.0], shoonya_0s9OD758GHTPZ9, 5771300]
[paragraph, [661.0, 856.0, 550.0, 36.0], shoonya_4s86WUY0U7OFP9, 5771300]
[paragraph, [661.0, 892.0, 550.0, 36.0], shoonya_4s86WUY0U7OFP9, 5771300]
[paragraph, [661.0, 928.0, 550.0, 36.0], shoonya_4s86WUY0U7OFP9, 5771300]
[paragraph, [661.0, 964.0, 550.0, 36.0], shoonya_4s86WUY0U7OFP9, 5771300]
[paragraph, [661.0, 1000.0, 550.0, 36.0], shoonya_4s86WUY0U7OFP9, 5771300]
[paragraph, [661.0, 1036.0, 550.0, 36.0], shoonya_4s86WUY0U7OFP9, 5771300]
[paragraph, [661.0, 1072.0, 550.0, 36.0], shoonya_4s86WUY0U7OFP9, 5771300]
[paragraph, [661.0, 1108.0, 550.0, 36.0], shoonya_4s86WUY0U7OFP9, 5771300]
[paragraph, [661.0, 1144.0, 550.0, 36.0], shoonya_4s86WUY0U7OFP9, 5771300]
[paragraph, [41.0, 1038.0, 607.0, 36.0], shoonya_3sT6YT6XJLPYVS, 5771300]
[paragraph, [41.0, 1074.0, 607.0, 36.0], shoonya_3sT6YT6XJLPYVS, 5771300]
[paragraph, [41.0, 1110.0, 607.0, 36.0], shoonya_3sT6YT6XJLPYVS, 5771300]
[paragraph, [41.0, 1146.0, 607.0, 36.0], shoonya_3sT6YT6XJLPYVS, 5771300]
[paragraph, [41.0, 1182.0, 607.0, 36.0], shoonya_3sT6YT6XJLPYVS, 5771300]
[paragraph, [41.0, 1218.0, 607.0, 36.0], shoonya_3sT6YT6XJLPYVS, 5771300]
[paragraph, [41.0, 1254.0, 607.0, 36.0], shoonya_3sT6YT6XJLPYVS, 5771300]
[paragraph, [41.0, 1290.0, 607.0, 36.0], shoonya_3sT6YT6XJLPYVS, 5771300]
[paragraph, [41.0, 1326.0, 607.0, 36.0], shoonya_3sT6YT6XJLPYVS, 5771300]
[paragraph, [41.0, 1362.0, 607.0, 36.0], shoonya_3sT6YT6XJLPYVS, 5771300]
[paragraph, [41.0, 1398.0, 607.0, 36.0], shoonya_3sT6YT6XJLPYVS, 5771300]
[paragraph, [41.0, 1434.0, 607.0, 36.0], shoonya_3sT6YT6XJLPYVS, 5771300]
[paragraph, [662.0, 1197.0, 617.0, 36.0], shoonya_9sVB052LN0WUFI, 5771300]
[paragraph, [662.0, 1233.0, 617.0, 36.0], shoonya_9sVB052LN0WUFI, 5771300]
[paragraph, [662.0, 1269.0, 617.0, 36.0], shoonya_9sVB052LN0WUFI, 5771300]
[paragraph, [662.0, 1305.0, 617.0, 36.0], shoonya_9sVB052LN0WUFI, 5771300]
[paragraph, [662.0, 1341.0, 617.0, 36.0], shoonya_9sVB052LN0WUFI, 5771300]
[paragraph, [662.0, 1377.0, 617.0, 36.0], shoonya_9sVB052LN0WUFI, 5771300]
[section-title, [677.0, 1456.0, 518.0, 49.5], shoonya_8s3JODRCUPFS5P, 5771300]
[paragraph, [130.0, 1500.0, 517.0, 36.0], shoonya_5sTMDKXAIKC3NO, 5771300]
[folio, [575.0, 1574.0, 185.0, 36.0], shoonya_10sTO3OPZ6UE2Q, 5771300]
