[1823, 1375]
[folio, [538.0, 112.0, 295.0, 36.0], shoonya_1s1NUPL6IHYBU1, 5684161]
[paragraph, [696.0, 474.0, 572.0, 36.0], shoonya_8sIAV5FAPIR8H7, 5684161]
[paragraph, [696.0, 510.0, 572.0, 36.0], shoonya_8sIAV5FAPIR8H7, 5684161]
[paragraph, [696.0, 546.0, 572.0, 36.0], shoonya_8sIAV5FAPIR8H7, 5684161]
[paragraph, [696.0, 582.0, 572.0, 36.0], shoonya_8sIAV5FAPIR8H7, 5684161]
[paragraph, [696.0, 618.0, 572.0, 36.0], shoonya_8sIAV5FAPIR8H7, 5684161]
[paragraph, [696.0, 654.0, 572.0, 36.0], shoonya_8sIAV5FAPIR8H7, 5684161]
[paragraph, [696.0, 690.0, 572.0, 36.0], shoonya_8sIAV5FAPIR8H7, 5684161]
[paragraph, [696.0, 726.0, 572.0, 36.0], shoonya_8sIAV5FAPIR8H7, 5684161]
[paragraph, [696.0, 762.0, 572.0, 36.0], shoonya_8sIAV5FAPIR8H7, 5684161]
[paragraph, [696.0, 798.0, 572.0, 36.0], shoonya_8sIAV5FAPIR8H7, 5684161]
[paragraph, [696.0, 834.0, 572.0, 36.0], shoonya_8sIAV5FAPIR8H7, 5684161]
[paragraph, [696.0, 870.0, 572.0, 36.0], shoonya_8sIAV5FAPIR8H7, 5684161]
[paragraph, [696.0, 906.0, 572.0, 36.0], shoonya_8sIAV5FAPIR8H7, 5684161]
[paragraph, [108.0, 759.0, 565.0, 36.0], shoonya_5sGNDTN0R87IHY, 5684161]
[paragraph, [108.0, 795.0, 565.0, 36.0], shoonya_5sGNDTN0R87IHY, 5684161]
[paragraph, [108.0, 831.0, 565.0, 36.0], shoonya_5sGNDTN0R87IHY, 5684161]
[paragraph, [108.0, 867.0, 565.0, 36.0], shoonya_5sGNDTN0R87IHY, 5684161]
[paragraph, [108.0, 903.0, 565.0, 36.0], shoonya_5sGNDTN0R87IHY, 5684161]
[paragraph, [108.0, 939.0, 565.0, 36.0], shoonya_5sGNDTN0R87IHY, 5684161]
[paragraph, [108.0, 975.0, 565.0, 36.0], shoonya_5sGNDTN0R87IHY, 5684161]
[paragraph, [108.0, 1011.0, 565.0, 36.0], shoonya_5sGNDTN0R87IHY, 5684161]
[paragraph, [700.0, 952.0, 566.0, 36.0], asjGH68iG8, 5684161]
[paragraph, [700.0, 988.0, 566.0, 36.0], asjGH68iG8, 5684161]
[paragraph, [700.0, 1024.0, 566.0, 36.0], asjGH68iG8, 5684161]
[paragraph, [700.0, 1060.0, 566.0, 36.0], asjGH68iG8, 5684161]
[paragraph, [700.0, 1096.0, 566.0, 36.0], asjGH68iG8, 5684161]
[paragraph, [700.0, 1132.0, 566.0, 36.0], asjGH68iG8, 5684161]
[paragraph, [700.0, 1168.0, 566.0, 36.0], asjGH68iG8, 5684161]
[paragraph, [700.0, 1204.0, 566.0, 36.0], asjGH68iG8, 5684161]
[paragraph, [700.0, 1240.0, 566.0, 36.0], asjGH68iG8, 5684161]
[paragraph, [106.0, 1051.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1087.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1123.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1159.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1195.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1231.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1267.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1303.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1339.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1375.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1411.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1447.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1483.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1519.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1555.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1591.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1627.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [106.0, 1663.0, 570.0, 36.0], shoonya_6sD1DUB8Y0G21M, 5684161]
[paragraph, [700.0, 1300.0, 577.0, 36.0], meMC48wTGi, 5684161]
[paragraph, [700.0, 1336.0, 577.0, 36.0], meMC48wTGi, 5684161]
[paragraph, [700.0, 1372.0, 577.0, 36.0], meMC48wTGi, 5684161]
[paragraph, [700.0, 1408.0, 577.0, 36.0], meMC48wTGi, 5684161]
[paragraph, [700.0, 1444.0, 577.0, 36.0], meMC48wTGi, 5684161]
[paragraph, [700.0, 1480.0, 577.0, 36.0], meMC48wTGi, 5684161]
[paragraph, [700.0, 1516.0, 577.0, 36.0], meMC48wTGi, 5684161]
[paragraph, [700.0, 1552.0, 577.0, 36.0], meMC48wTGi, 5684161]
[paragraph, [700.0, 1588.0, 577.0, 36.0], meMC48wTGi, 5684161]
[paragraph, [703.0, 1636.0, 570.0, 36.0], ULeBIRl2G6, 5684161]
[paragraph, [703.0, 1672.0, 570.0, 36.0], ULeBIRl2G6, 5684161]
