[1518, 1004]
[section-title, [398.0, 62.0, 239.0, 49.5], shoonya_11sRZ859I6UB71, 6471714]
[paragraph, [357.0, 609.0, 292.0, 36.0], shoonya_6sUMDVGSLJ7OGK, 6471714]
[paragraph, [357.0, 645.0, 292.0, 36.0], shoonya_6sUMDVGSLJ7OGK, 6471714]
[paragraph, [357.0, 681.0, 292.0, 36.0], shoonya_6sUMDVGSLJ7OGK, 6471714]
[paragraph, [357.0, 717.0, 292.0, 36.0], shoonya_6sUMDVGSLJ7OGK, 6471714]
[paragraph, [357.0, 753.0, 292.0, 36.0], shoonya_6sUMDVGSLJ7OGK, 6471714]
[paragraph, [357.0, 789.0, 292.0, 36.0], shoonya_6sUMDVGSLJ7OGK, 6471714]
[paragraph, [357.0, 825.0, 292.0, 36.0], shoonya_6sUMDVGSLJ7OGK, 6471714]
[paragraph, [357.0, 861.0, 292.0, 36.0], shoonya_6sUMDVGSLJ7OGK, 6471714]
[section-title, [654.0, 628.0, 303.0, 49.5], shoonya_3sRPDZHP9WKOVC, 6471714]
[author, [168.0, 661.0, 179.0, 36.0], i09QK4JgBJ, 6471714]
[paragraph, [658.0, 681.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 717.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 753.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 789.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 825.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 861.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 897.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 933.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 969.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 1005.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 1041.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 1077.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 1113.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 1149.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 1185.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 1221.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [658.0, 1257.0, 297.0, 36.0], wJMQ_KWCSO, 6471714]
[paragraph, [41.0, 707.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 743.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 779.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 815.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 851.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 887.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 923.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 959.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 995.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 1031.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 1067.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 1103.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 1139.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 1175.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 1211.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 1247.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 1283.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 1319.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [41.0, 1355.0, 308.0, 36.0], shoonya_4s7E0WWCNFFIK0, 6471714]
[paragraph, [354.0, 895.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [354.0, 931.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [354.0, 967.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [354.0, 1003.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [354.0, 1039.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [354.0, 1075.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [354.0, 1111.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [354.0, 1147.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [354.0, 1183.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [354.0, 1219.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [354.0, 1255.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [354.0, 1291.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [354.0, 1327.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [354.0, 1363.0, 293.0, 36.0], shoonya_5sHOCT0PTYZXG6, 6471714]
[paragraph, [658.0, 1304.0, 298.0, 36.0], shoonya_10sODBUENUVAJ0, 6471714]
[paragraph, [658.0, 1340.0, 298.0, 36.0], shoonya_10sODBUENUVAJ0, 6471714]
[paragraph, [658.0, 1376.0, 298.0, 36.0], shoonya_10sODBUENUVAJ0, 6471714]
