[1754, 1241]
[section-title, [370.0, 94.0, 494.0, 49.5], B2dZVWMvHH, 5707006]
[sub-ordered-list, [203.0, 1157.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1193.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1229.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1265.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1301.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1337.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1373.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1409.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1445.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1481.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1517.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1553.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1589.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
