[1806, 1262]
[folio, [143.0, 99.0, 505.0, 36.0], shoonya_2sLSPF7YCQ7WNE, 5681536]
[paragraph, [87.0, 666.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 702.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 738.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 774.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 810.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 846.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 882.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 918.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 954.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 990.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1026.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1062.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1098.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1134.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1170.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1206.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1242.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1278.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1314.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1350.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1386.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1422.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1458.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1494.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1530.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1566.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1602.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1638.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [87.0, 1674.0, 522.0, 36.0], shoonya_3sX5CI48FZOE5A, 5681536]
[paragraph, [644.0, 436.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 472.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 508.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 544.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 580.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 616.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 652.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 688.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 724.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 760.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 796.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 832.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 868.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 904.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 940.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 976.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 1012.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 1048.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 1084.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 1120.0, 507.0, 36.0], mkhg84uus1, 5681536]
[paragraph, [644.0, 1156.0, 507.0, 36.0], mkhg84uus1, 5681536]
[section-title, [663.0, 1207.0, 488.0, 49.5], UYTev9jWc9, 5681536]
[paragraph, [662.0, 1302.0, 502.0, 36.0], shoonya_1sHU5N3M81NXQP, 5681536]
[paragraph, [662.0, 1338.0, 502.0, 36.0], shoonya_1sHU5N3M81NXQP, 5681536]
[paragraph, [662.0, 1374.0, 502.0, 36.0], shoonya_1sHU5N3M81NXQP, 5681536]
[paragraph, [662.0, 1410.0, 502.0, 36.0], shoonya_1sHU5N3M81NXQP, 5681536]
[paragraph, [662.0, 1446.0, 502.0, 36.0], shoonya_1sHU5N3M81NXQP, 5681536]
[paragraph, [662.0, 1482.0, 502.0, 36.0], shoonya_1sHU5N3M81NXQP, 5681536]
[paragraph, [662.0, 1518.0, 502.0, 36.0], shoonya_1sHU5N3M81NXQP, 5681536]
[paragraph, [662.0, 1554.0, 502.0, 36.0], shoonya_1sHU5N3M81NXQP, 5681536]
[paragraph, [662.0, 1590.0, 502.0, 36.0], shoonya_1sHU5N3M81NXQP, 5681536]
[paragraph, [662.0, 1626.0, 502.0, 36.0], shoonya_1sHU5N3M81NXQP, 5681536]
[paragraph, [662.0, 1662.0, 502.0, 36.0], shoonya_1sHU5N3M81NXQP, 5681536]
