[1806, 1262]
[folio, [1017.0, 100.0, 105.0, 36.0], shoonya_4s1DYLCSU4A9YQ, 5681399]
[paragraph, [85.0, 948.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 984.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1020.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1056.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1092.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1128.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1164.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1200.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1236.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1272.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1308.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1344.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1380.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1416.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1452.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1488.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1524.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1560.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1596.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1632.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [85.0, 1668.0, 528.0, 36.0], shoonya_0s8VJOJIKF9AGN, 5681399]
[paragraph, [641.0, 1379.0, 531.0, 36.0], shoonya_3sVF6UTSK6Y4XL, 5681399]
[paragraph, [641.0, 1415.0, 531.0, 36.0], shoonya_3sVF6UTSK6Y4XL, 5681399]
[paragraph, [641.0, 1451.0, 531.0, 36.0], shoonya_3sVF6UTSK6Y4XL, 5681399]
[paragraph, [641.0, 1487.0, 531.0, 36.0], shoonya_3sVF6UTSK6Y4XL, 5681399]
[paragraph, [641.0, 1523.0, 531.0, 36.0], shoonya_3sVF6UTSK6Y4XL, 5681399]
[paragraph, [641.0, 1559.0, 531.0, 36.0], shoonya_3sVF6UTSK6Y4XL, 5681399]
[paragraph, [641.0, 1595.0, 531.0, 36.0], shoonya_3sVF6UTSK6Y4XL, 5681399]
[paragraph, [641.0, 1631.0, 531.0, 36.0], shoonya_3sVF6UTSK6Y4XL, 5681399]
[paragraph, [641.0, 1667.0, 531.0, 36.0], shoonya_3sVF6UTSK6Y4XL, 5681399]
