[1823, 1375]
[folio, [576.0, 109.0, 227.0, 36.0], shoonya_4sLYQ4PV9JUWGC, 5684320]
[paragraph, [700.0, 671.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 707.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 743.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 779.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 815.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 851.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 887.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 923.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 959.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 995.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1031.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1067.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1103.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1139.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1175.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1211.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1247.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1283.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1319.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1355.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1391.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1427.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1463.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1499.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1535.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [700.0, 1571.0, 579.0, 36.0], shoonya_2s4BO29O4FN149, 5684320]
[paragraph, [99.0, 985.0, 579.0, 36.0], shoonya_1sMUGFG6Z9LMC2, 5684320]
[paragraph, [99.0, 1021.0, 579.0, 36.0], shoonya_1sMUGFG6Z9LMC2, 5684320]
[paragraph, [99.0, 1057.0, 579.0, 36.0], shoonya_1sMUGFG6Z9LMC2, 5684320]
[paragraph, [99.0, 1093.0, 579.0, 36.0], shoonya_1sMUGFG6Z9LMC2, 5684320]
[paragraph, [99.0, 1129.0, 579.0, 36.0], shoonya_1sMUGFG6Z9LMC2, 5684320]
[paragraph, [99.0, 1165.0, 579.0, 36.0], shoonya_1sMUGFG6Z9LMC2, 5684320]
[paragraph, [99.0, 1201.0, 579.0, 36.0], shoonya_1sMUGFG6Z9LMC2, 5684320]
[paragraph, [99.0, 1237.0, 579.0, 36.0], shoonya_1sMUGFG6Z9LMC2, 5684320]
[paragraph, [99.0, 1273.0, 579.0, 36.0], shoonya_1sMUGFG6Z9LMC2, 5684320]
[paragraph, [99.0, 1309.0, 579.0, 36.0], shoonya_1sMUGFG6Z9LMC2, 5684320]
[paragraph, [99.0, 1345.0, 579.0, 36.0], shoonya_1sMUGFG6Z9LMC2, 5684320]
[paragraph, [99.0, 1381.0, 579.0, 36.0], shoonya_1sMUGFG6Z9LMC2, 5684320]
[paragraph, [99.0, 1417.0, 579.0, 36.0], shoonya_1sMUGFG6Z9LMC2, 5684320]
[paragraph, [101.0, 1459.0, 579.0, 36.0], shoonya_3sWJXPRIX1OQD6, 5684320]
[paragraph, [101.0, 1495.0, 579.0, 36.0], shoonya_3sWJXPRIX1OQD6, 5684320]
[paragraph, [101.0, 1531.0, 579.0, 36.0], shoonya_3sWJXPRIX1OQD6, 5684320]
[paragraph, [101.0, 1567.0, 579.0, 36.0], shoonya_3sWJXPRIX1OQD6, 5684320]
[paragraph, [101.0, 1603.0, 579.0, 36.0], shoonya_3sWJXPRIX1OQD6, 5684320]
[paragraph, [101.0, 1639.0, 579.0, 36.0], shoonya_3sWJXPRIX1OQD6, 5684320]
[paragraph, [101.0, 1675.0, 579.0, 36.0], shoonya_3sWJXPRIX1OQD6, 5684320]
[paragraph, [702.0, 1632.0, 576.0, 36.0], UolW_kwhRu, 5684320]
[paragraph, [702.0, 1668.0, 576.0, 36.0], UolW_kwhRu, 5684320]
