[1565, 1152]
[paragraph, [80.0, 99.0, 487.0, 36.0], shoonya_1sMO1NW1Y57BFV, 5722286]
[paragraph, [578.0, 1056.0, 482.0, 36.0], shoonya_4sIRD23FLIFFEL, 5722286]
[paragraph, [87.0, 1056.0, 477.0, 36.0], shoonya_0sF9CW8ZI06RVU, 5722286]
[paragraph, [87.0, 1092.0, 477.0, 36.0], shoonya_0sF9CW8ZI06RVU, 5722286]
[paragraph, [87.0, 1128.0, 477.0, 36.0], shoonya_0sF9CW8ZI06RVU, 5722286]
[paragraph, [87.0, 1164.0, 477.0, 36.0], shoonya_0sF9CW8ZI06RVU, 5722286]
[paragraph, [87.0, 1200.0, 477.0, 36.0], shoonya_0sF9CW8ZI06RVU, 5722286]
[paragraph, [87.0, 1236.0, 477.0, 36.0], shoonya_0sF9CW8ZI06RVU, 5722286]
[paragraph, [87.0, 1272.0, 477.0, 36.0], shoonya_0sF9CW8ZI06RVU, 5722286]
[paragraph, [577.0, 1109.0, 478.0, 36.0], shoonya_9sAI7D0NX45ON4, 5722286]
[paragraph, [577.0, 1145.0, 478.0, 36.0], shoonya_9sAI7D0NX45ON4, 5722286]
[paragraph, [577.0, 1181.0, 478.0, 36.0], shoonya_9sAI7D0NX45ON4, 5722286]
[paragraph, [577.0, 1217.0, 478.0, 36.0], shoonya_9sAI7D0NX45ON4, 5722286]
[paragraph, [578.0, 1286.0, 481.0, 36.0], shoonya_7sJLUA960MJK4P, 5722286]
[paragraph, [578.0, 1322.0, 481.0, 36.0], shoonya_7sJLUA960MJK4P, 5722286]
[paragraph, [578.0, 1358.0, 481.0, 36.0], shoonya_7sJLUA960MJK4P, 5722286]
[paragraph, [578.0, 1394.0, 481.0, 36.0], shoonya_7sJLUA960MJK4P, 5722286]
[paragraph, [82.0, 1342.0, 484.0, 36.0], shoonya_10sFTE2X941EVI, 5722286]
[paragraph, [82.0, 1378.0, 484.0, 36.0], shoonya_10sFTE2X941EVI, 5722286]
