[872, 605]
[folio, [34.0, 31.0, 94.0, 18.0], 8JLHRLL-g6, 6457488]
[paragraph, [38.0, 554.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 572.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 590.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 608.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 626.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 644.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 662.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 680.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 698.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [301.0, 414.0, 263.0, 18.0], wQ08znZsKR, 6457488]
[paragraph, [301.0, 432.0, 263.0, 18.0], wQ08znZsKR, 6457488]
[paragraph, [301.0, 450.0, 263.0, 18.0], wQ08znZsKR, 6457488]
[paragraph, [301.0, 468.0, 263.0, 18.0], wQ08znZsKR, 6457488]
[paragraph, [301.0, 486.0, 263.0, 18.0], wQ08znZsKR, 6457488]
[paragraph, [317.0, 502.0, 122.0, 18.0], C-H_PgmXdZ, 6457488]
[paragraph, [306.0, 521.0, 224.0, 18.0], xcDUf4gGRv, 6457488]
[paragraph, [302.0, 538.0, 260.0, 18.0], LMyowqqQJz, 6457488]
[paragraph, [302.0, 556.0, 260.0, 18.0], LMyowqqQJz, 6457488]
[paragraph, [302.0, 574.0, 260.0, 18.0], LMyowqqQJz, 6457488]
[paragraph, [303.0, 592.0, 260.0, 18.0], hQGwNFXYyu, 6457488]
[paragraph, [316.0, 624.0, 100.0, 18.0], rLOj5-CBAa, 6457488]
[paragraph, [308.0, 639.0, 255.0, 18.0], u3Xqb35Zel, 6457488]
[paragraph, [303.0, 657.0, 261.0, 18.0], UIqcKl_vVb, 6457488]
[paragraph, [303.0, 675.0, 261.0, 18.0], UIqcKl_vVb, 6457488]
[paragraph, [303.0, 693.0, 261.0, 18.0], UIqcKl_vVb, 6457488]
[paragraph, [303.0, 711.0, 261.0, 18.0], UIqcKl_vVb, 6457488]
[reference, [39.0, 712.0, 263.0, 18.0], fwKsA9sfmO, 6457488]
[reference, [39.0, 730.0, 263.0, 18.0], fwKsA9sfmO, 6457488]
[reference, [39.0, 748.0, 263.0, 18.0], fwKsA9sfmO, 6457488]
[reference, [39.0, 766.0, 263.0, 18.0], fwKsA9sfmO, 6457488]
[reference, [39.0, 784.0, 263.0, 18.0], fwKsA9sfmO, 6457488]
[reference, [39.0, 802.0, 263.0, 18.0], fwKsA9sfmO, 6457488]
[reference, [307.0, 733.0, 258.0, 18.0], -6Jx8ikkZC, 6457488]
[reference, [307.0, 751.0, 258.0, 18.0], -6Jx8ikkZC, 6457488]
[reference, [307.0, 769.0, 258.0, 18.0], -6Jx8ikkZC, 6457488]
[reference, [307.0, 787.0, 258.0, 18.0], -6Jx8ikkZC, 6457488]
[reference, [307.0, 805.0, 258.0, 18.0], -6Jx8ikkZC, 6457488]
