[1363, 852]
[paragraph, [230.0, 85.0, 577.0, 18.0], f1ZWa9NbMu, 5781882]
[sub-ordered-list, [174.0, 577.0, 627.0, 18.0], g_jKUXWqiD, 5781882]
[sub-ordered-list, [174.0, 595.0, 627.0, 18.0], g_jKUXWqiD, 5781882]
[section-title, [199.0, 637.0, 517.0, 30.0], vt-xHDB5Ma, 5781882]
[ordered-list, [116.0, 707.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 725.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 743.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 761.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 779.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 797.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 815.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 833.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 851.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 869.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 887.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 905.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 923.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 941.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 959.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 977.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 995.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 1013.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 1031.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 1049.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 1067.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 1085.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 1103.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 1121.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 1139.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 1157.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[ordered-list, [116.0, 1175.0, 687.0, 18.0], shoonya_0sK99UWQKDDIJW, 5781882]
[sub-ordered-list, [127.0, 994.0, 672.0, 18.0], yY-TnfLIQa, 5781882]
[sub-ordered-list, [127.0, 1012.0, 672.0, 18.0], yY-TnfLIQa, 5781882]
[sub-ordered-list, [127.0, 1030.0, 672.0, 18.0], yY-TnfLIQa, 5781882]
[sub-ordered-list, [127.0, 1048.0, 672.0, 18.0], yY-TnfLIQa, 5781882]
[sub-ordered-list, [127.0, 1066.0, 672.0, 18.0], yY-TnfLIQa, 5781882]
[sub-ordered-list, [127.0, 1084.0, 672.0, 18.0], yY-TnfLIQa, 5781882]
[sub-ordered-list, [127.0, 1102.0, 672.0, 18.0], yY-TnfLIQa, 5781882]
[sub-ordered-list, [127.0, 1120.0, 672.0, 18.0], yY-TnfLIQa, 5781882]
[sub-ordered-list, [127.0, 1138.0, 672.0, 18.0], yY-TnfLIQa, 5781882]
[sub-ordered-list, [127.0, 1156.0, 672.0, 18.0], yY-TnfLIQa, 5781882]
[sub-ordered-list, [127.0, 1174.0, 672.0, 18.0], yY-TnfLIQa, 5781882]
