[1806, 1262]
[paragraph, [96.0, 180.0, 504.0, 36.0], shoonya_3sYO77WMUJ2S0I, 5681630]
[paragraph, [646.0, 1159.0, 517.0, 36.0], F2x2-EWVVH, 5681630]
[paragraph, [646.0, 1195.0, 517.0, 36.0], F2x2-EWVVH, 5681630]
[paragraph, [646.0, 1231.0, 517.0, 36.0], F2x2-EWVVH, 5681630]
[paragraph, [646.0, 1267.0, 517.0, 36.0], F2x2-EWVVH, 5681630]
[paragraph, [646.0, 1303.0, 517.0, 36.0], F2x2-EWVVH, 5681630]
[paragraph, [646.0, 1339.0, 517.0, 36.0], F2x2-EWVVH, 5681630]
[paragraph, [99.0, 695.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 731.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 767.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 803.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 839.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 875.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 911.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 947.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 983.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 1019.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 1055.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 1091.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 1127.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 1163.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 1199.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 1235.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [99.0, 1271.0, 505.0, 36.0], shoonya_4sE3PGH07Y57DT, 5681630]
[paragraph, [100.0, 1347.0, 508.0, 36.0], shoonya_5sIV8FTV0HTTNB, 5681630]
[paragraph, [100.0, 1383.0, 508.0, 36.0], shoonya_5sIV8FTV0HTTNB, 5681630]
[paragraph, [100.0, 1419.0, 508.0, 36.0], shoonya_5sIV8FTV0HTTNB, 5681630]
[paragraph, [100.0, 1455.0, 508.0, 36.0], shoonya_5sIV8FTV0HTTNB, 5681630]
[paragraph, [100.0, 1491.0, 508.0, 36.0], shoonya_5sIV8FTV0HTTNB, 5681630]
[paragraph, [100.0, 1527.0, 508.0, 36.0], shoonya_5sIV8FTV0HTTNB, 5681630]
[paragraph, [100.0, 1563.0, 508.0, 36.0], shoonya_5sIV8FTV0HTTNB, 5681630]
[paragraph, [100.0, 1599.0, 508.0, 36.0], shoonya_5sIV8FTV0HTTNB, 5681630]
[paragraph, [100.0, 1635.0, 508.0, 36.0], shoonya_5sIV8FTV0HTTNB, 5681630]
[paragraph, [100.0, 1671.0, 508.0, 36.0], shoonya_5sIV8FTV0HTTNB, 5681630]
[paragraph, [660.0, 1413.0, 509.0, 36.0], FmYHUfmJD-, 5681630]
[paragraph, [660.0, 1449.0, 509.0, 36.0], FmYHUfmJD-, 5681630]
[paragraph, [660.0, 1485.0, 509.0, 36.0], FmYHUfmJD-, 5681630]
[paragraph, [660.0, 1521.0, 509.0, 36.0], FmYHUfmJD-, 5681630]
[paragraph, [660.0, 1557.0, 509.0, 36.0], FmYHUfmJD-, 5681630]
[paragraph, [660.0, 1593.0, 509.0, 36.0], FmYHUfmJD-, 5681630]
[paragraph, [660.0, 1629.0, 509.0, 36.0], FmYHUfmJD-, 5681630]
[paragraph, [660.0, 1665.0, 509.0, 36.0], FmYHUfmJD-, 5681630]
