[872, 605]
[section-title, [258.0, 31.0, 86.0, 30.0], 38yRovW9ST, 6456893]
[paragraph, [39.0, 586.0, 224.0, 18.0], W9ReP28yVr, 6456893]
[paragraph, [39.0, 610.0, 266.0, 18.0], jR7DJ8bevV, 6456893]
[paragraph, [39.0, 628.0, 266.0, 18.0], jR7DJ8bevV, 6456893]
[paragraph, [39.0, 646.0, 266.0, 18.0], jR7DJ8bevV, 6456893]
[paragraph, [39.0, 664.0, 266.0, 18.0], jR7DJ8bevV, 6456893]
[paragraph, [39.0, 682.0, 266.0, 18.0], jR7DJ8bevV, 6456893]
[paragraph, [39.0, 700.0, 266.0, 18.0], jR7DJ8bevV, 6456893]
[reference, [305.0, 640.0, 264.0, 18.0], shoonya_0sJPUQVGDF9AA7, 6456893]
[reference, [305.0, 658.0, 264.0, 18.0], shoonya_0sJPUQVGDF9AA7, 6456893]
[reference, [305.0, 676.0, 264.0, 18.0], shoonya_0sJPUQVGDF9AA7, 6456893]
[reference, [305.0, 694.0, 264.0, 18.0], shoonya_0sJPUQVGDF9AA7, 6456893]
[reference, [305.0, 712.0, 264.0, 18.0], shoonya_0sJPUQVGDF9AA7, 6456893]
[reference, [305.0, 730.0, 264.0, 18.0], shoonya_0sJPUQVGDF9AA7, 6456893]
[reference, [305.0, 748.0, 264.0, 18.0], shoonya_0sJPUQVGDF9AA7, 6456893]
[reference, [305.0, 766.0, 264.0, 18.0], shoonya_0sJPUQVGDF9AA7, 6456893]
[reference, [305.0, 784.0, 264.0, 18.0], shoonya_0sJPUQVGDF9AA7, 6456893]
[reference, [305.0, 802.0, 264.0, 18.0], shoonya_0sJPUQVGDF9AA7, 6456893]
[reference, [305.0, 820.0, 264.0, 18.0], shoonya_0sJPUQVGDF9AA7, 6456893]
[reference, [41.0, 718.0, 267.0, 18.0], 8rVXtCp8DQ, 6456893]
[reference, [41.0, 736.0, 267.0, 18.0], 8rVXtCp8DQ, 6456893]
[reference, [41.0, 754.0, 267.0, 18.0], 8rVXtCp8DQ, 6456893]
[reference, [41.0, 772.0, 267.0, 18.0], 8rVXtCp8DQ, 6456893]
[reference, [41.0, 790.0, 267.0, 18.0], 8rVXtCp8DQ, 6456893]
[reference, [41.0, 808.0, 267.0, 18.0], 8rVXtCp8DQ, 6456893]
