[1806, 1262]
[folio, [630.0, 101.0, 476.0, 36.0], shoonya_5sOAHMZMGU3401, 5681446]
[paragraph, [663.0, 1339.0, 495.0, 36.0], shoonya_0sM47EMYYCEF6H, 5681446]
[paragraph, [663.0, 1375.0, 495.0, 36.0], shoonya_0sM47EMYYCEF6H, 5681446]
[paragraph, [663.0, 1411.0, 495.0, 36.0], shoonya_0sM47EMYYCEF6H, 5681446]
[paragraph, [663.0, 1447.0, 495.0, 36.0], shoonya_0sM47EMYYCEF6H, 5681446]
[paragraph, [103.0, 834.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 870.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 906.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 942.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 978.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1014.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1050.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1086.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1122.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1158.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1194.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1230.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1266.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1302.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1338.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1374.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1410.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1446.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1482.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1518.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1554.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1590.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1626.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [103.0, 1662.0, 499.0, 36.0], shoonya_1sESNXFY57LMN0, 5681446]
[paragraph, [663.0, 1522.0, 491.0, 36.0], 9uPtYoCzz8, 5681446]
[paragraph, [663.0, 1558.0, 491.0, 36.0], 9uPtYoCzz8, 5681446]
[paragraph, [663.0, 1594.0, 491.0, 36.0], 9uPtYoCzz8, 5681446]
[paragraph, [663.0, 1630.0, 491.0, 36.0], 9uPtYoCzz8, 5681446]
