[1565, 1152]
[author, [832.0, 70.0, 236.0, 36.0], XuPPkvwTZw, 5722671]
[paragraph, [450.0, 935.0, 616.0, 36.0], shoonya_5sUVN52PLCL142, 5722671]
[paragraph, [450.0, 971.0, 616.0, 36.0], shoonya_5sUVN52PLCL142, 5722671]
[paragraph, [450.0, 1007.0, 616.0, 36.0], shoonya_5sUVN52PLCL142, 5722671]
[paragraph, [450.0, 1043.0, 616.0, 36.0], shoonya_5sUVN52PLCL142, 5722671]
[paragraph, [450.0, 1079.0, 616.0, 36.0], shoonya_5sUVN52PLCL142, 5722671]
[paragraph, [450.0, 1115.0, 616.0, 36.0], shoonya_5sUVN52PLCL142, 5722671]
[paragraph, [450.0, 1151.0, 616.0, 36.0], shoonya_5sUVN52PLCL142, 5722671]
[paragraph, [86.0, 954.0, 354.0, 36.0], shoonya_0sJNRDO3AA0ODJ, 5722671]
[paragraph, [86.0, 990.0, 354.0, 36.0], shoonya_0sJNRDO3AA0ODJ, 5722671]
[paragraph, [86.0, 1026.0, 354.0, 36.0], shoonya_0sJNRDO3AA0ODJ, 5722671]
[paragraph, [86.0, 1062.0, 354.0, 36.0], shoonya_0sJNRDO3AA0ODJ, 5722671]
[paragraph, [86.0, 1098.0, 354.0, 36.0], shoonya_0sJNRDO3AA0ODJ, 5722671]
[paragraph, [86.0, 1134.0, 354.0, 36.0], shoonya_0sJNRDO3AA0ODJ, 5722671]
[paragraph, [86.0, 1170.0, 354.0, 36.0], shoonya_0sJNRDO3AA0ODJ, 5722671]
[paragraph, [86.0, 1206.0, 354.0, 36.0], shoonya_0sJNRDO3AA0ODJ, 5722671]
[paragraph, [86.0, 1242.0, 354.0, 36.0], shoonya_0sJNRDO3AA0ODJ, 5722671]
[paragraph, [86.0, 1278.0, 354.0, 36.0], shoonya_0sJNRDO3AA0ODJ, 5722671]
[paragraph, [86.0, 1314.0, 354.0, 36.0], shoonya_0sJNRDO3AA0ODJ, 5722671]
[paragraph, [86.0, 1350.0, 354.0, 36.0], shoonya_0sJNRDO3AA0ODJ, 5722671]
[paragraph, [86.0, 1386.0, 354.0, 36.0], shoonya_0sJNRDO3AA0ODJ, 5722671]
[paragraph, [452.0, 1216.0, 616.0, 36.0], shoonya_10sPAJ434SHE8K, 5722671]
[paragraph, [452.0, 1252.0, 616.0, 36.0], shoonya_10sPAJ434SHE8K, 5722671]
[paragraph, [452.0, 1288.0, 616.0, 36.0], shoonya_10sPAJ434SHE8K, 5722671]
[paragraph, [452.0, 1324.0, 616.0, 36.0], shoonya_10sPAJ434SHE8K, 5722671]
[paragraph, [452.0, 1360.0, 616.0, 36.0], shoonya_10sPAJ434SHE8K, 5722671]
