[1806, 1262]
[folio, [160.0, 105.0, 511.0, 36.0], shoonya_1sF1NTGAMMY8GO, 5681408]
[paragraph, [97.0, 1099.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1135.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1171.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1207.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1243.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1279.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1315.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1351.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1387.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1423.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1459.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1495.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1531.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1567.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1603.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1639.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
