[1823, 1375]
[folio, [620.0, 101.0, 117.0, 36.0], shoonya_3s4IOL7A3LR3W0, 5683643]
[paragraph, [102.0, 1214.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [102.0, 1250.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [102.0, 1286.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [102.0, 1322.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [102.0, 1358.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [102.0, 1394.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [102.0, 1430.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [102.0, 1466.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [102.0, 1502.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [102.0, 1538.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [102.0, 1574.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [102.0, 1610.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [102.0, 1646.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [102.0, 1682.0, 580.0, 36.0], shoonya_2sL2N7BOPFL6SB, 5683643]
[paragraph, [689.0, 171.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 207.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 243.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 279.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 315.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 351.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 387.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 423.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 459.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 495.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 531.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 567.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 603.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 639.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 675.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 711.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 747.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 783.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 819.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 855.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 891.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 927.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 963.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 999.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 1035.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 1071.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 1107.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 1143.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 1179.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 1215.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 1251.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [689.0, 1287.0, 575.0, 36.0], shoonya_1sZU31BK13RDGJ, 5683643]
[paragraph, [694.0, 1336.0, 572.0, 36.0], shoonya_0sDUF8QJ9F266X, 5683643]
[paragraph, [694.0, 1372.0, 572.0, 36.0], shoonya_0sDUF8QJ9F266X, 5683643]
[paragraph, [694.0, 1408.0, 572.0, 36.0], shoonya_0sDUF8QJ9F266X, 5683643]
[paragraph, [694.0, 1444.0, 572.0, 36.0], shoonya_0sDUF8QJ9F266X, 5683643]
[paragraph, [694.0, 1480.0, 572.0, 36.0], shoonya_0sDUF8QJ9F266X, 5683643]
[paragraph, [694.0, 1516.0, 572.0, 36.0], shoonya_0sDUF8QJ9F266X, 5683643]
[paragraph, [694.0, 1552.0, 572.0, 36.0], shoonya_0sDUF8QJ9F266X, 5683643]
[paragraph, [694.0, 1588.0, 572.0, 36.0], shoonya_0sDUF8QJ9F266X, 5683643]
[paragraph, [694.0, 1624.0, 572.0, 36.0], shoonya_0sDUF8QJ9F266X, 5683643]
[paragraph, [694.0, 1660.0, 572.0, 36.0], shoonya_0sDUF8QJ9F266X, 5683643]
[paragraph, [694.0, 1696.0, 572.0, 36.0], shoonya_0sDUF8QJ9F266X, 5683643]
