[3690, 2970]
[folio, [1148.0, 115.0, 685.0, 52.5], shoonya_5sLUJH3HR8IBAW, 5698076]
[ordered-list, [350.0, 2596.5, 2382.0, 52.5], shoonya_6sUTQNHEG9KFMY, 5698076]
[ordered-list, [350.0, 2649.0, 2382.0, 52.5], shoonya_6sUTQNHEG9KFMY, 5698076]
[sub-section-title, [457.0, 2788.0, 1570.0, 73.5], l6T0OUMsZj, 5698076]
[paragraph, [2030.0, 2792.0, 680.0, 52.5], mzWx3dIFGw, 5698076]
[paragraph, [447.0, 2877.0, 2268.0, 52.5], shoonya_0sAO71QQ7ZWC00, 5698076]
[paragraph, [447.0, 2929.5, 2268.0, 52.5], shoonya_0sAO71QQ7ZWC00, 5698076]
[paragraph, [447.0, 2982.0, 2268.0, 52.5], shoonya_0sAO71QQ7ZWC00, 5698076]
[paragraph, [447.0, 3034.5, 2268.0, 52.5], shoonya_0sAO71QQ7ZWC00, 5698076]
[paragraph, [447.0, 3087.0, 2268.0, 52.5], shoonya_0sAO71QQ7ZWC00, 5698076]
[paragraph, [447.0, 3139.5, 2268.0, 52.5], shoonya_0sAO71QQ7ZWC00, 5698076]
[paragraph, [447.0, 3192.0, 2268.0, 52.5], shoonya_0sAO71QQ7ZWC00, 5698076]
[paragraph, [447.0, 3244.5, 2268.0, 52.5], shoonya_0sAO71QQ7ZWC00, 5698076]
[paragraph, [447.0, 3297.0, 2268.0, 52.5], shoonya_0sAO71QQ7ZWC00, 5698076]
