[1806, 1262]
[folio, [163.0, 100.0, 505.0, 36.0], Q51zOdFnrQ, 5680319]
[paragraph, [99.0, 1542.0, 508.0, 36.0], shoonya_1sCUCLMNVUX5S1, 5680319]
[paragraph, [99.0, 1578.0, 508.0, 36.0], shoonya_1sCUCLMNVUX5S1, 5680319]
[paragraph, [99.0, 1614.0, 508.0, 36.0], shoonya_1sCUCLMNVUX5S1, 5680319]
[paragraph, [99.0, 1650.0, 508.0, 36.0], shoonya_1sCUCLMNVUX5S1, 5680319]
[paragraph, [663.0, 174.0, 501.0, 36.0], shoonya_5sT1PH9KOSJEW5, 5680319]
[paragraph, [663.0, 210.0, 501.0, 36.0], shoonya_5sT1PH9KOSJEW5, 5680319]
[paragraph, [663.0, 246.0, 501.0, 36.0], shoonya_5sT1PH9KOSJEW5, 5680319]
[paragraph, [662.0, 285.0, 500.0, 36.0], shoonya_3sV5SY30S4BIVV, 5680319]
[paragraph, [662.0, 321.0, 500.0, 36.0], shoonya_3sV5SY30S4BIVV, 5680319]
[paragraph, [662.0, 357.0, 500.0, 36.0], shoonya_3sV5SY30S4BIVV, 5680319]
[paragraph, [662.0, 393.0, 500.0, 36.0], shoonya_3sV5SY30S4BIVV, 5680319]
[paragraph, [662.0, 429.0, 500.0, 36.0], shoonya_3sV5SY30S4BIVV, 5680319]
[paragraph, [662.0, 465.0, 500.0, 36.0], shoonya_3sV5SY30S4BIVV, 5680319]
[paragraph, [662.0, 501.0, 500.0, 36.0], shoonya_3sV5SY30S4BIVV, 5680319]
[reference, [656.0, 615.0, 420.0, 36.0], C35m8VRHZl, 5680319]
[reference, [656.0, 651.0, 420.0, 36.0], C35m8VRHZl, 5680319]
[paragraph, [662.0, 757.0, 500.0, 36.0], shoonya_2sIS956O5SNC3N, 5680319]
[paragraph, [662.0, 793.0, 500.0, 36.0], shoonya_2sIS956O5SNC3N, 5680319]
[paragraph, [662.0, 829.0, 500.0, 36.0], shoonya_2sIS956O5SNC3N, 5680319]
[paragraph, [662.0, 865.0, 500.0, 36.0], shoonya_2sIS956O5SNC3N, 5680319]
[paragraph, [662.0, 901.0, 500.0, 36.0], shoonya_2sIS956O5SNC3N, 5680319]
[paragraph, [662.0, 937.0, 500.0, 36.0], shoonya_2sIS956O5SNC3N, 5680319]
[paragraph, [662.0, 973.0, 500.0, 36.0], shoonya_2sIS956O5SNC3N, 5680319]
[paragraph, [662.0, 1009.0, 500.0, 36.0], shoonya_2sIS956O5SNC3N, 5680319]
[paragraph, [662.0, 1045.0, 500.0, 36.0], shoonya_2sIS956O5SNC3N, 5680319]
[paragraph, [662.0, 1081.0, 500.0, 36.0], shoonya_2sIS956O5SNC3N, 5680319]
[paragraph, [662.0, 1140.0, 499.0, 36.0], shoonya_0sVX12KPHO076Q, 5680319]
[paragraph, [662.0, 1176.0, 499.0, 36.0], shoonya_0sVX12KPHO076Q, 5680319]
[paragraph, [662.0, 1212.0, 499.0, 36.0], shoonya_0sVX12KPHO076Q, 5680319]
[paragraph, [662.0, 1248.0, 499.0, 36.0], shoonya_0sVX12KPHO076Q, 5680319]
[paragraph, [662.0, 1284.0, 499.0, 36.0], shoonya_0sVX12KPHO076Q, 5680319]
[paragraph, [662.0, 1320.0, 499.0, 36.0], shoonya_0sVX12KPHO076Q, 5680319]
[paragraph, [662.0, 1356.0, 499.0, 36.0], shoonya_0sVX12KPHO076Q, 5680319]
[paragraph, [662.0, 1392.0, 499.0, 36.0], shoonya_0sVX12KPHO076Q, 5680319]
[paragraph, [657.0, 1447.0, 501.0, 36.0], shoonya_4s3W29IF8S19CO, 5680319]
[paragraph, [657.0, 1483.0, 501.0, 36.0], shoonya_4s3W29IF8S19CO, 5680319]
[paragraph, [657.0, 1519.0, 501.0, 36.0], shoonya_4s3W29IF8S19CO, 5680319]
[paragraph, [657.0, 1555.0, 501.0, 36.0], shoonya_4s3W29IF8S19CO, 5680319]
[paragraph, [657.0, 1591.0, 501.0, 36.0], shoonya_4s3W29IF8S19CO, 5680319]
[paragraph, [657.0, 1627.0, 501.0, 36.0], shoonya_4s3W29IF8S19CO, 5680319]
[paragraph, [657.0, 1663.0, 501.0, 36.0], shoonya_4s3W29IF8S19CO, 5680319]
