[1447, 1063]
[folio, [426.0, 54.0, 211.0, 18.0], yKHNpmHByf, 5763065]
[paragraph, [92.0, 747.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 765.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 783.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 801.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 819.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 837.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 855.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 873.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 891.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 909.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 927.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 945.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 963.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 981.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 999.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 1017.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 1035.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 1053.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 1071.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 1089.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[section-title, [537.0, 807.0, 430.0, 30.0], 4vPfmdgfV4, 5763065]
[section-title, [537.0, 837.0, 430.0, 30.0], 4vPfmdgfV4, 5763065]
[paragraph, [539.0, 877.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 895.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 913.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 931.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 949.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 967.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 985.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1003.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1021.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1039.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1057.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1075.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1093.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1111.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1129.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1147.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1165.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1183.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1201.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1219.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1237.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1255.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1273.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1291.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1309.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [539.0, 1327.0, 429.0, 18.0], 0hLYzfF8Kb, 5763065]
[paragraph, [99.0, 1163.0, 422.0, 18.0], q4uEs3YghE, 5763065]
[paragraph, [99.0, 1181.0, 422.0, 18.0], q4uEs3YghE, 5763065]
[paragraph, [99.0, 1199.0, 422.0, 18.0], q4uEs3YghE, 5763065]
[paragraph, [99.0, 1217.0, 422.0, 18.0], q4uEs3YghE, 5763065]
[paragraph, [99.0, 1235.0, 422.0, 18.0], q4uEs3YghE, 5763065]
[paragraph, [99.0, 1253.0, 422.0, 18.0], q4uEs3YghE, 5763065]
[paragraph, [99.0, 1271.0, 422.0, 18.0], q4uEs3YghE, 5763065]
[unordered-list, [93.0, 1293.0, 434.0, 18.0], dQmD5-YGPc, 5763065]
[unordered-list, [93.0, 1311.0, 434.0, 18.0], dQmD5-YGPc, 5763065]
[unordered-list, [93.0, 1329.0, 434.0, 18.0], dQmD5-YGPc, 5763065]
