[4666, 3194]
[folio, [1381.0, 427.0, 434.0, 52.5], 0eD7S98bZh, 5692324]
[paragraph, [336.0, 2043.5, 2503.0, 52.5], shoonya_3sF4T9PA925VEA, 5692324]
[paragraph, [336.0, 2096.0, 2503.0, 52.5], shoonya_3sF4T9PA925VEA, 5692324]
[paragraph, [336.0, 2148.5, 2503.0, 52.5], shoonya_3sF4T9PA925VEA, 5692324]
[paragraph, [336.0, 2201.0, 2503.0, 52.5], shoonya_3sF4T9PA925VEA, 5692324]
[paragraph, [336.0, 2253.5, 2503.0, 52.5], shoonya_3sF4T9PA925VEA, 5692324]
[paragraph, [336.0, 2306.0, 2503.0, 52.5], shoonya_3sF4T9PA925VEA, 5692324]
[paragraph, [336.0, 2358.5, 2503.0, 52.5], shoonya_3sF4T9PA925VEA, 5692324]
[paragraph, [336.0, 2411.0, 2503.0, 52.5], shoonya_3sF4T9PA925VEA, 5692324]
[paragraph, [336.0, 2463.5, 2503.0, 52.5], shoonya_3sF4T9PA925VEA, 5692324]
[paragraph, [336.0, 2516.0, 2503.0, 52.5], shoonya_3sF4T9PA925VEA, 5692324]
[paragraph, [336.0, 2568.5, 2503.0, 52.5], shoonya_3sF4T9PA925VEA, 5692324]
[paragraph, [336.0, 2621.0, 2503.0, 52.5], shoonya_3sF4T9PA925VEA, 5692324]
[paragraph, [336.0, 2673.5, 2503.0, 52.5], shoonya_3sF4T9PA925VEA, 5692324]
[paragraph, [337.0, 2748.0, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 2800.5, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 2853.0, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 2905.5, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 2958.0, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3010.5, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3063.0, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3115.5, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3168.0, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3220.5, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3273.0, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3325.5, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3378.0, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3430.5, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3483.0, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3535.5, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3588.0, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3640.5, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3693.0, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [337.0, 3745.5, 2497.0, 52.5], shoonya_0sBM81GP9615ZT, 5692324]
[paragraph, [520.0, 3828.0, 2017.0, 52.5], shoonya_2s50FGXPRZMS2R, 5692324]
[paragraph, [520.0, 3880.5, 2017.0, 52.5], shoonya_2s50FGXPRZMS2R, 5692324]
[paragraph, [520.0, 3933.0, 2017.0, 52.5], shoonya_2s50FGXPRZMS2R, 5692324]
[paragraph, [520.0, 3985.5, 2017.0, 52.5], shoonya_2s50FGXPRZMS2R, 5692324]
[paragraph, [520.0, 4038.0, 2017.0, 52.5], shoonya_2s50FGXPRZMS2R, 5692324]
[paragraph, [520.0, 4090.5, 2017.0, 52.5], shoonya_2s50FGXPRZMS2R, 5692324]
[paragraph, [520.0, 4143.0, 2017.0, 52.5], shoonya_2s50FGXPRZMS2R, 5692324]
[paragraph, [520.0, 4195.5, 2017.0, 52.5], shoonya_2s50FGXPRZMS2R, 5692324]
