[872, 605]
[folio, [498.0, 37.0, 52.0, 18.0], 8VeLCouJ2s, 6456804]
[ordered-list, [305.0, 642.0, 246.0, 18.0], Khq5qEaZ7l, 6456804]
[ordered-list, [305.0, 660.0, 246.0, 18.0], Khq5qEaZ7l, 6456804]
[ordered-list, [305.0, 678.0, 246.0, 18.0], Khq5qEaZ7l, 6456804]
[ordered-list, [305.0, 696.0, 246.0, 18.0], Khq5qEaZ7l, 6456804]
[ordered-list, [305.0, 714.0, 246.0, 18.0], Khq5qEaZ7l, 6456804]
[ordered-list, [305.0, 732.0, 246.0, 18.0], Khq5qEaZ7l, 6456804]
[ordered-list, [305.0, 750.0, 246.0, 18.0], Khq5qEaZ7l, 6456804]
[ordered-list, [305.0, 768.0, 246.0, 18.0], Khq5qEaZ7l, 6456804]
[ordered-list, [305.0, 786.0, 246.0, 18.0], Khq5qEaZ7l, 6456804]
[ordered-list, [305.0, 804.0, 246.0, 18.0], Khq5qEaZ7l, 6456804]
[ordered-list, [52.0, 634.0, 249.0, 18.0], VQZyisrLqh, 6456804]
[ordered-list, [52.0, 652.0, 249.0, 18.0], VQZyisrLqh, 6456804]
[ordered-list, [52.0, 670.0, 249.0, 18.0], VQZyisrLqh, 6456804]
[ordered-list, [52.0, 688.0, 249.0, 18.0], VQZyisrLqh, 6456804]
[ordered-list, [52.0, 706.0, 249.0, 18.0], VQZyisrLqh, 6456804]
[ordered-list, [52.0, 724.0, 249.0, 18.0], VQZyisrLqh, 6456804]
[ordered-list, [52.0, 742.0, 249.0, 18.0], VQZyisrLqh, 6456804]
[ordered-list, [52.0, 760.0, 249.0, 18.0], VQZyisrLqh, 6456804]
[ordered-list, [52.0, 778.0, 249.0, 18.0], VQZyisrLqh, 6456804]
[ordered-list, [52.0, 796.0, 249.0, 18.0], VQZyisrLqh, 6456804]
