[2094, 1548]
[paragraph, [51.0, 97.0, 714.0, 36.0], shoonya_1sFS7ZGCX9TQHH, 5713247]
[paragraph, [768.0, 940.0, 729.0, 36.0], QMKyr80xWg, 5713247]
[paragraph, [768.0, 976.0, 729.0, 36.0], QMKyr80xWg, 5713247]
[paragraph, [768.0, 1012.0, 729.0, 36.0], QMKyr80xWg, 5713247]
[paragraph, [61.0, 1022.0, 706.0, 36.0], shoonya_6sIAWOX0NKJR69, 5713247]
[paragraph, [61.0, 1058.0, 706.0, 36.0], shoonya_6sIAWOX0NKJR69, 5713247]
[paragraph, [61.0, 1094.0, 706.0, 36.0], shoonya_6sIAWOX0NKJR69, 5713247]
[author, [1182.0, 1062.0, 276.0, 36.0], 5kUEWU7nEg, 5713247]
[paragraph, [768.0, 1103.0, 723.0, 36.0], eQ365N1H86, 5713247]
[paragraph, [768.0, 1139.0, 723.0, 36.0], eQ365N1H86, 5713247]
[paragraph, [768.0, 1175.0, 723.0, 36.0], eQ365N1H86, 5713247]
[paragraph, [768.0, 1211.0, 723.0, 36.0], eQ365N1H86, 5713247]
[paragraph, [768.0, 1247.0, 723.0, 36.0], eQ365N1H86, 5713247]
[paragraph, [56.0, 1196.0, 545.0, 36.0], Mw4NrEgKaO, 5713247]
[paragraph, [56.0, 1232.0, 545.0, 36.0], Mw4NrEgKaO, 5713247]
[author, [116.0, 1286.0, 412.0, 36.0], E3HMrhPYOC, 5713247]
[jumpline, [59.0, 1335.0, 187.0, 36.0], RykUTvDgzz, 5713247]
[author, [1066.0, 1341.0, 402.0, 36.0], qgG_Ip0Kv_, 5713247]
[paragraph, [40.0, 1376.0, 723.0, 36.0], IOxb8YSUXR, 5713247]
[paragraph, [40.0, 1412.0, 723.0, 36.0], IOxb8YSUXR, 5713247]
[paragraph, [40.0, 1448.0, 723.0, 36.0], IOxb8YSUXR, 5713247]
[paragraph, [40.0, 1484.0, 723.0, 36.0], IOxb8YSUXR, 5713247]
[jumpline, [768.0, 1412.0, 197.0, 36.0], alTsJZ_pqa, 5713247]
[answer, [766.0, 1530.0, 706.0, 36.0], A3yfXHWh3O, 5713247]
[answer, [766.0, 1566.0, 706.0, 36.0], A3yfXHWh3O, 5713247]
[answer, [766.0, 1602.0, 706.0, 36.0], A3yfXHWh3O, 5713247]
[answer, [766.0, 1638.0, 706.0, 36.0], A3yfXHWh3O, 5713247]
[paragraph, [58.0, 1545.0, 706.0, 36.0], shoonya_7s0UURTO29O4L9, 5713247]
[paragraph, [58.0, 1581.0, 706.0, 36.0], shoonya_7s0UURTO29O4L9, 5713247]
[paragraph, [58.0, 1617.0, 706.0, 36.0], shoonya_7s0UURTO29O4L9, 5713247]
[paragraph, [58.0, 1653.0, 706.0, 36.0], shoonya_7s0UURTO29O4L9, 5713247]
[paragraph, [58.0, 1689.0, 706.0, 36.0], shoonya_7s0UURTO29O4L9, 5713247]
[answer, [768.0, 1745.0, 710.0, 36.0], 3AZDD3Yp2C, 5713247]
[answer, [768.0, 1781.0, 710.0, 36.0], 3AZDD3Yp2C, 5713247]
[answer, [768.0, 1817.0, 710.0, 36.0], 3AZDD3Yp2C, 5713247]
[answer, [768.0, 1853.0, 710.0, 36.0], 3AZDD3Yp2C, 5713247]
[answer, [768.0, 1889.0, 710.0, 36.0], 3AZDD3Yp2C, 5713247]
[paragraph, [44.0, 1791.0, 720.0, 36.0], shoonya_5sDJ3Y28LRARFM, 5713247]
[paragraph, [44.0, 1827.0, 720.0, 36.0], shoonya_5sDJ3Y28LRARFM, 5713247]
[paragraph, [44.0, 1863.0, 720.0, 36.0], shoonya_5sDJ3Y28LRARFM, 5713247]
[paragraph, [44.0, 1899.0, 720.0, 36.0], shoonya_5sDJ3Y28LRARFM, 5713247]
[paragraph, [44.0, 1935.0, 720.0, 36.0], shoonya_5sDJ3Y28LRARFM, 5713247]
[paragraph, [44.0, 1971.0, 720.0, 36.0], shoonya_5sDJ3Y28LRARFM, 5713247]
[jumpline, [876.0, 1968.0, 584.0, 36.0], zkIhvpJ9kM, 5713247]
