[3968, 2806]
[paragraph, [180.0, 271.0, 1196.0, 52.5], shoonya_4s1FHG8LZC2PDZ, 5683609]
[paragraph, [162.0, 1460.5, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 1513.0, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 1565.5, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 1618.0, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 1670.5, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 1723.0, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 1775.5, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 1828.0, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 1880.5, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 1933.0, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 1985.5, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 2038.0, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 2090.5, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 2143.0, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 2195.5, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[paragraph, [162.0, 2248.0, 1216.0, 52.5], shoonya_6sHFFUIMUVWL4O, 5683609]
[section-title, [1427.0, 1490.0, 438.0, 93.0], shoonya_8sS64GSQL8499B, 5683609]
[ordered-list, [1415.0, 1586.0, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[ordered-list, [1415.0, 1638.5, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[ordered-list, [1415.0, 1691.0, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[ordered-list, [1415.0, 1743.5, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[ordered-list, [1415.0, 1796.0, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[ordered-list, [1415.0, 1848.5, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[ordered-list, [1415.0, 1901.0, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[ordered-list, [1415.0, 1953.5, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[ordered-list, [1415.0, 2006.0, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[ordered-list, [1415.0, 2058.5, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[ordered-list, [1415.0, 2111.0, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[ordered-list, [1415.0, 2163.5, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[ordered-list, [1415.0, 2216.0, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[ordered-list, [1415.0, 2268.5, 1226.0, 52.5], ZhwaNSjELC, 5683609]
[figure-caption, [1200.0, 3098.0, 397.0, 52.5], shoonya_2sFRIRX82J2B5V, 5683609]
[folio, [266.0, 3807.0, 705.0, 52.5], shoonya_5sT3HJOYHFLF6H, 5683609]
