[792, 1224]
[section-title, [419.0, 16.0, 364.0, 30.0], shoonya_8s0ZU6SC9FEYA7, 5705401]
[paragraph, [27.0, 293.0, 362.0, 18.0], shoonya_12sH6QQ6ND3R5A, 5705401]
[paragraph, [115.0, 393.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 411.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 429.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 447.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 465.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 483.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 501.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 519.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 537.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 555.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 573.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 591.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 609.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 627.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 645.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 663.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 681.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 699.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
[paragraph, [115.0, 717.0, 272.0, 18.0], shoonya_0sNYSK5HXXX1RT, 5705401]
