[1565, 1152]
[paragraph, [99.0, 117.0, 305.0, 36.0], shoonya_4sDTLCSVDTJ1YJ, 5713311]
[paragraph, [405.0, 193.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 229.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 265.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 301.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 337.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 373.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 409.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 445.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 481.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 517.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 553.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 589.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 625.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 661.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 697.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 733.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 769.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 805.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 841.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 877.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 913.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 949.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 985.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 1021.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 1057.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 1093.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 1129.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 1165.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 1201.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 1237.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 1273.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [405.0, 1309.0, 325.0, 36.0], shoonya_5sBW9JDKQ64FAQ, 5713311]
[paragraph, [111.0, 405.0, 296.0, 36.0], shoonya_0sJ4HFW6HPFG6F, 5713311]
[paragraph, [111.0, 441.0, 296.0, 36.0], shoonya_0sJ4HFW6HPFG6F, 5713311]
[paragraph, [111.0, 477.0, 296.0, 36.0], shoonya_0sJ4HFW6HPFG6F, 5713311]
[paragraph, [111.0, 513.0, 296.0, 36.0], shoonya_0sJ4HFW6HPFG6F, 5713311]
[paragraph, [111.0, 549.0, 296.0, 36.0], shoonya_0sJ4HFW6HPFG6F, 5713311]
[paragraph, [111.0, 585.0, 296.0, 36.0], shoonya_0sJ4HFW6HPFG6F, 5713311]
[paragraph, [111.0, 621.0, 296.0, 36.0], shoonya_0sJ4HFW6HPFG6F, 5713311]
[paragraph, [111.0, 657.0, 296.0, 36.0], shoonya_0sJ4HFW6HPFG6F, 5713311]
[paragraph, [111.0, 693.0, 296.0, 36.0], shoonya_0sJ4HFW6HPFG6F, 5713311]
[paragraph, [111.0, 729.0, 296.0, 36.0], shoonya_0sJ4HFW6HPFG6F, 5713311]
[paragraph, [111.0, 765.0, 296.0, 36.0], shoonya_0sJ4HFW6HPFG6F, 5713311]
[paragraph, [111.0, 801.0, 296.0, 36.0], shoonya_0sJ4HFW6HPFG6F, 5713311]
[paragraph, [112.0, 852.0, 288.0, 36.0], shoonya_2sT4XLT4W1YTJ9, 5713311]
[paragraph, [112.0, 888.0, 288.0, 36.0], shoonya_2sT4XLT4W1YTJ9, 5713311]
[paragraph, [112.0, 924.0, 288.0, 36.0], shoonya_2sT4XLT4W1YTJ9, 5713311]
[paragraph, [112.0, 960.0, 288.0, 36.0], shoonya_2sT4XLT4W1YTJ9, 5713311]
[paragraph, [112.0, 996.0, 288.0, 36.0], shoonya_2sT4XLT4W1YTJ9, 5713311]
[paragraph, [112.0, 1032.0, 288.0, 36.0], shoonya_2sT4XLT4W1YTJ9, 5713311]
[paragraph, [112.0, 1068.0, 288.0, 36.0], shoonya_2sT4XLT4W1YTJ9, 5713311]
[paragraph, [729.0, 1052.0, 317.0, 36.0], shoonya_3s5NZF7JQXCXEJ, 5713311]
[paragraph, [729.0, 1088.0, 317.0, 36.0], shoonya_3s5NZF7JQXCXEJ, 5713311]
[paragraph, [729.0, 1124.0, 317.0, 36.0], shoonya_3s5NZF7JQXCXEJ, 5713311]
[paragraph, [729.0, 1160.0, 317.0, 36.0], shoonya_3s5NZF7JQXCXEJ, 5713311]
[paragraph, [729.0, 1196.0, 317.0, 36.0], shoonya_3s5NZF7JQXCXEJ, 5713311]
[paragraph, [729.0, 1232.0, 317.0, 36.0], shoonya_3s5NZF7JQXCXEJ, 5713311]
[paragraph, [729.0, 1268.0, 317.0, 36.0], shoonya_3s5NZF7JQXCXEJ, 5713311]
[paragraph, [729.0, 1304.0, 317.0, 36.0], shoonya_3s5NZF7JQXCXEJ, 5713311]
[paragraph, [729.0, 1340.0, 317.0, 36.0], shoonya_3s5NZF7JQXCXEJ, 5713311]
[paragraph, [729.0, 1376.0, 317.0, 36.0], shoonya_3s5NZF7JQXCXEJ, 5713311]
[paragraph, [97.0, 1153.0, 304.0, 36.0], shoonya_1sAT07X59FYGLG, 5713311]
[paragraph, [97.0, 1189.0, 304.0, 36.0], shoonya_1sAT07X59FYGLG, 5713311]
[paragraph, [97.0, 1225.0, 304.0, 36.0], shoonya_1sAT07X59FYGLG, 5713311]
[paragraph, [97.0, 1261.0, 304.0, 36.0], shoonya_1sAT07X59FYGLG, 5713311]
[paragraph, [97.0, 1297.0, 304.0, 36.0], shoonya_1sAT07X59FYGLG, 5713311]
[paragraph, [97.0, 1333.0, 304.0, 36.0], shoonya_1sAT07X59FYGLG, 5713311]
[paragraph, [97.0, 1369.0, 304.0, 36.0], shoonya_1sAT07X59FYGLG, 5713311]
[paragraph, [412.0, 1355.0, 303.0, 36.0], shoonya_6s4E2KDR0IWXGU, 5713311]
[folio, [122.0, 1453.0, 126.0, 36.0], ve2gVqHC4P, 5713311]
