[1320, 1176]
[folio, [927.0, 61.0, 174.0, 18.0], x6MBeRPf_h, 5693741]
[paragraph, [778.0, 771.0, 317.0, 18.0], 4yc_xkK7yl, 5693741]
[paragraph, [778.0, 789.0, 317.0, 18.0], 4yc_xkK7yl, 5693741]
[paragraph, [778.0, 807.0, 317.0, 18.0], 4yc_xkK7yl, 5693741]
[paragraph, [778.0, 825.0, 317.0, 18.0], 4yc_xkK7yl, 5693741]
[figure-caption, [648.0, 823.0, 92.0, 18.0], O272acLztC, 5693741]
[paragraph, [767.0, 863.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 881.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 899.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 917.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 935.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 953.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 971.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 989.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 1007.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 1025.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 1043.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 1061.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 1079.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 1097.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 1115.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 1133.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 1151.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 1169.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 1187.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [767.0, 1205.0, 331.0, 18.0], L2iPmN_FAW, 5693741]
[paragraph, [80.0, 900.0, 320.0, 18.0], 03hq-jHi9I, 5693741]
[paragraph, [80.0, 918.0, 320.0, 18.0], 03hq-jHi9I, 5693741]
[paragraph, [80.0, 936.0, 320.0, 18.0], 03hq-jHi9I, 5693741]
[paragraph, [80.0, 954.0, 320.0, 18.0], 03hq-jHi9I, 5693741]
[paragraph, [80.0, 972.0, 320.0, 18.0], 03hq-jHi9I, 5693741]
[paragraph, [433.0, 916.0, 298.0, 18.0], HYykIEd-Jl, 5693741]
[paragraph, [433.0, 934.0, 298.0, 18.0], HYykIEd-Jl, 5693741]
[paragraph, [433.0, 952.0, 298.0, 18.0], HYykIEd-Jl, 5693741]
[paragraph, [433.0, 970.0, 298.0, 18.0], HYykIEd-Jl, 5693741]
[paragraph, [433.0, 988.0, 298.0, 18.0], HYykIEd-Jl, 5693741]
[paragraph, [433.0, 1006.0, 298.0, 18.0], HYykIEd-Jl, 5693741]
[paragraph, [76.0, 1016.0, 324.0, 18.0], a1-fkQf1dA, 5693741]
[paragraph, [76.0, 1034.0, 324.0, 18.0], a1-fkQf1dA, 5693741]
[paragraph, [76.0, 1052.0, 324.0, 18.0], a1-fkQf1dA, 5693741]
[paragraph, [76.0, 1070.0, 324.0, 18.0], a1-fkQf1dA, 5693741]
[paragraph, [76.0, 1088.0, 324.0, 18.0], a1-fkQf1dA, 5693741]
[paragraph, [76.0, 1106.0, 324.0, 18.0], a1-fkQf1dA, 5693741]
[paragraph, [76.0, 1124.0, 324.0, 18.0], a1-fkQf1dA, 5693741]
[paragraph, [76.0, 1142.0, 324.0, 18.0], a1-fkQf1dA, 5693741]
[paragraph, [76.0, 1160.0, 324.0, 18.0], a1-fkQf1dA, 5693741]
[paragraph, [76.0, 1178.0, 324.0, 18.0], a1-fkQf1dA, 5693741]
[paragraph, [76.0, 1196.0, 324.0, 18.0], a1-fkQf1dA, 5693741]
[paragraph, [76.0, 1214.0, 324.0, 18.0], a1-fkQf1dA, 5693741]
[paragraph, [76.0, 1232.0, 324.0, 18.0], a1-fkQf1dA, 5693741]
[paragraph, [416.0, 1038.0, 320.0, 18.0], FSWD5rBVER, 5693741]
[paragraph, [416.0, 1056.0, 320.0, 18.0], FSWD5rBVER, 5693741]
[paragraph, [416.0, 1074.0, 320.0, 18.0], FSWD5rBVER, 5693741]
[paragraph, [416.0, 1092.0, 320.0, 18.0], FSWD5rBVER, 5693741]
[paragraph, [416.0, 1110.0, 320.0, 18.0], FSWD5rBVER, 5693741]
[paragraph, [416.0, 1128.0, 320.0, 18.0], FSWD5rBVER, 5693741]
[paragraph, [416.0, 1146.0, 320.0, 18.0], FSWD5rBVER, 5693741]
[paragraph, [416.0, 1164.0, 320.0, 18.0], FSWD5rBVER, 5693741]
[paragraph, [416.0, 1182.0, 320.0, 18.0], FSWD5rBVER, 5693741]
[paragraph, [416.0, 1215.0, 322.0, 18.0], EDgeaByOHu, 5693741]
[paragraph, [416.0, 1233.0, 322.0, 18.0], EDgeaByOHu, 5693741]
[paragraph, [416.0, 1251.0, 322.0, 18.0], EDgeaByOHu, 5693741]
