[1275, 1650]
[folio, [68.0, 76.0, 765.0, 18.0], qAGhxfod09, 5764589]
[second-level-question, [847.0, 389.0, 711.0, 18.0], _IMQqSuPwD, 5764589]
[second-level-question, [847.0, 407.0, 711.0, 18.0], _IMQqSuPwD, 5764589]
[second-level-question, [847.0, 425.0, 711.0, 18.0], _IMQqSuPwD, 5764589]
[second-level-question, [847.0, 443.0, 711.0, 18.0], _IMQqSuPwD, 5764589]
[second-level-question, [847.0, 461.0, 711.0, 18.0], _IMQqSuPwD, 5764589]
[second-level-question, [847.0, 479.0, 711.0, 18.0], _IMQqSuPwD, 5764589]
[sidebar, [82.0, 319.0, 195.0, 18.0], KGHT9xh9pv, 5764589]
[sidebar, [82.0, 337.0, 195.0, 18.0], KGHT9xh9pv, 5764589]
[sidebar, [451.0, 328.0, 352.0, 18.0], r8yy-g828L, 5764589]
[section-title, [365.0, 361.0, 165.0, 30.0], woAPa2RGrh, 5764589]
[sidebar, [653.0, 412.0, 142.0, 18.0], 88B7hlMUiI, 5764589]
[second-level-question, [63.0, 468.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 486.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 504.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 522.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 540.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 558.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 576.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 594.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 612.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 630.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 648.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 666.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 684.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 702.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 720.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 738.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 756.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 774.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 792.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 810.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 828.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 846.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 864.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 882.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 900.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[second-level-question, [63.0, 918.0, 735.0, 18.0], shoonya_0s3UUR52QT600U, 5764589]
[section-title, [1146.0, 519.0, 158.0, 30.0], lrqhKKqIQq, 5764589]
[sidebar, [1423.0, 565.0, 146.0, 18.0], 9mQlPT0aXr, 5764589]
[sidebar, [1423.0, 583.0, 146.0, 18.0], 9mQlPT0aXr, 5764589]
[second-level-question, [806.0, 627.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 645.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 663.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 681.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 699.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 717.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 735.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 753.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 771.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 789.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 807.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 825.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 843.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 861.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 879.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 897.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 915.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 933.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 951.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[second-level-question, [806.0, 969.0, 783.0, 18.0], SS8pVo9vIW, 5764589]
[section-title, [367.0, 973.0, 169.0, 30.0], tq5FUe2LMw, 5764589]
[sidebar, [624.0, 1010.0, 129.0, 18.0], uP21Z4JkHM, 5764589]
[second-level-question, [74.0, 1070.0, 649.0, 18.0], HZC79hdCxW, 5764589]
[second-level-question, [74.0, 1088.0, 649.0, 18.0], HZC79hdCxW, 5764589]
[folio, [1183.0, 1101.0, 280.0, 18.0], tpQLuJg7uz, 5764589]
