[2230, 1704]
[sidebar, [621.0, 119.0, 608.0, 36.0], O2wDppcbyy, 5654306]
[paragraph, [918.0, 1469.0, 785.0, 36.0], shoonya_4s7K5ABDOTELHN, 5654306]
[paragraph, [918.0, 1505.0, 785.0, 36.0], shoonya_4s7K5ABDOTELHN, 5654306]
[paragraph, [918.0, 1541.0, 785.0, 36.0], shoonya_4s7K5ABDOTELHN, 5654306]
[paragraph, [918.0, 1577.0, 785.0, 36.0], shoonya_4s7K5ABDOTELHN, 5654306]
[paragraph, [918.0, 1613.0, 785.0, 36.0], shoonya_4s7K5ABDOTELHN, 5654306]
[paragraph, [918.0, 1649.0, 785.0, 36.0], shoonya_4s7K5ABDOTELHN, 5654306]
[paragraph, [918.0, 1685.0, 785.0, 36.0], shoonya_4s7K5ABDOTELHN, 5654306]
[paragraph, [918.0, 1721.0, 785.0, 36.0], shoonya_4s7K5ABDOTELHN, 5654306]
[paragraph, [918.0, 1757.0, 785.0, 36.0], shoonya_4s7K5ABDOTELHN, 5654306]
[paragraph, [918.0, 1793.0, 785.0, 36.0], shoonya_4s7K5ABDOTELHN, 5654306]
[paragraph, [918.0, 1829.0, 785.0, 36.0], shoonya_4s7K5ABDOTELHN, 5654306]
[paragraph, [918.0, 1865.0, 785.0, 36.0], shoonya_4s7K5ABDOTELHN, 5654306]
[paragraph, [918.0, 1901.0, 785.0, 36.0], shoonya_4s7K5ABDOTELHN, 5654306]
[paragraph, [125.0, 1135.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [125.0, 1171.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [125.0, 1207.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [125.0, 1243.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [125.0, 1279.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [125.0, 1315.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [125.0, 1351.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [125.0, 1387.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [125.0, 1423.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [125.0, 1459.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [125.0, 1495.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [125.0, 1531.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [125.0, 1567.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [125.0, 1603.0, 768.0, 36.0], shoonya_0s79XK7KL0F59T, 5654306]
[paragraph, [128.0, 1642.0, 773.0, 36.0], shoonya_2sF2LGCKCL5ZIW, 5654306]
[paragraph, [128.0, 1678.0, 773.0, 36.0], shoonya_2sF2LGCKCL5ZIW, 5654306]
[paragraph, [128.0, 1714.0, 773.0, 36.0], shoonya_2sF2LGCKCL5ZIW, 5654306]
[paragraph, [128.0, 1750.0, 773.0, 36.0], shoonya_2sF2LGCKCL5ZIW, 5654306]
[paragraph, [128.0, 1786.0, 773.0, 36.0], shoonya_2sF2LGCKCL5ZIW, 5654306]
[paragraph, [128.0, 1822.0, 773.0, 36.0], shoonya_2sF2LGCKCL5ZIW, 5654306]
[paragraph, [128.0, 1858.0, 773.0, 36.0], shoonya_2sF2LGCKCL5ZIW, 5654306]
[paragraph, [128.0, 1894.0, 773.0, 36.0], shoonya_2sF2LGCKCL5ZIW, 5654306]
[paragraph, [128.0, 1930.0, 773.0, 36.0], shoonya_2sF2LGCKCL5ZIW, 5654306]
[paragraph, [128.0, 1966.0, 773.0, 36.0], shoonya_2sF2LGCKCL5ZIW, 5654306]
[paragraph, [128.0, 2002.0, 773.0, 36.0], shoonya_2sF2LGCKCL5ZIW, 5654306]
[paragraph, [128.0, 2038.0, 773.0, 36.0], shoonya_2sF2LGCKCL5ZIW, 5654306]
[contact-info, [1314.0, 1961.0, 389.0, 36.0], tkUBGW6VOC, 5654306]
[contact-info, [1314.0, 1997.0, 389.0, 36.0], tkUBGW6VOC, 5654306]
[contact-info, [1314.0, 2033.0, 389.0, 36.0], tkUBGW6VOC, 5654306]
[contact-info, [1314.0, 2069.0, 389.0, 36.0], tkUBGW6VOC, 5654306]
[folio, [828.0, 2125.0, 177.0, 36.0], shoonya_9s54GBIBR3WFHN, 5654306]
[folio, [482.0, 2182.0, 722.0, 36.0], shoonya_11sF4C9TG7M17R, 5654306]
