[2339, 1653]
[folio, [1316.0, 369.0, 132.0, 36.0], Dq0Xlh3LWG, 5735799]
[paragraph, [202.0, 966.0, 614.0, 36.0], shoonya_1sM0NXUB9YHLAH, 5735799]
[paragraph, [202.0, 1002.0, 614.0, 36.0], shoonya_1sM0NXUB9YHLAH, 5735799]
[paragraph, [202.0, 1038.0, 614.0, 36.0], shoonya_1sM0NXUB9YHLAH, 5735799]
[paragraph, [202.0, 1074.0, 614.0, 36.0], shoonya_1sM0NXUB9YHLAH, 5735799]
[paragraph, [202.0, 1110.0, 614.0, 36.0], shoonya_1sM0NXUB9YHLAH, 5735799]
[paragraph, [836.0, 1077.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1113.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1149.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1185.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1221.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1257.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1293.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1329.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1365.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1401.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1437.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1473.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1509.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1545.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1581.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1617.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1653.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1689.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1725.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1761.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1797.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[paragraph, [836.0, 1833.0, 612.0, 36.0], shoonya_0sENT4BPOC51Z3, 5735799]
[author, [599.0, 1178.0, 214.0, 36.0], shoonya_7sC70V1BPNWUD2, 5735799]
[paragraph, [198.0, 1312.0, 222.0, 36.0], v0vgkNTfC3, 5735799]
[paragraph, [478.0, 1409.0, 338.0, 36.0], shoonya_5sW3RWPMOPRMMB, 5735799]
[paragraph, [478.0, 1445.0, 338.0, 36.0], shoonya_5sW3RWPMOPRMMB, 5735799]
[paragraph, [478.0, 1481.0, 338.0, 36.0], shoonya_5sW3RWPMOPRMMB, 5735799]
[paragraph, [478.0, 1517.0, 338.0, 36.0], shoonya_5sW3RWPMOPRMMB, 5735799]
[paragraph, [478.0, 1553.0, 338.0, 36.0], shoonya_5sW3RWPMOPRMMB, 5735799]
[paragraph, [478.0, 1589.0, 338.0, 36.0], shoonya_5sW3RWPMOPRMMB, 5735799]
[paragraph, [478.0, 1625.0, 338.0, 36.0], shoonya_5sW3RWPMOPRMMB, 5735799]
[paragraph, [478.0, 1661.0, 338.0, 36.0], shoonya_5sW3RWPMOPRMMB, 5735799]
[paragraph, [478.0, 1697.0, 338.0, 36.0], shoonya_5sW3RWPMOPRMMB, 5735799]
[paragraph, [478.0, 1733.0, 338.0, 36.0], shoonya_5sW3RWPMOPRMMB, 5735799]
[paragraph, [198.0, 1783.0, 623.0, 36.0], bzKmeC_nnC, 5735799]
[paragraph, [198.0, 1819.0, 623.0, 36.0], bzKmeC_nnC, 5735799]
[paragraph, [198.0, 1855.0, 623.0, 36.0], bzKmeC_nnC, 5735799]
[paragraph, [198.0, 1891.0, 623.0, 36.0], bzKmeC_nnC, 5735799]
[paragraph, [198.0, 1927.0, 623.0, 36.0], bzKmeC_nnC, 5735799]
[paragraph, [198.0, 1963.0, 623.0, 36.0], bzKmeC_nnC, 5735799]
[paragraph, [198.0, 1999.0, 623.0, 36.0], bzKmeC_nnC, 5735799]
[paragraph, [198.0, 2035.0, 623.0, 36.0], bzKmeC_nnC, 5735799]
[paragraph, [833.0, 1880.0, 614.0, 36.0], Cn7F9RHgXC, 5735799]
[paragraph, [833.0, 1916.0, 614.0, 36.0], Cn7F9RHgXC, 5735799]
[paragraph, [833.0, 1952.0, 614.0, 36.0], Cn7F9RHgXC, 5735799]
[paragraph, [833.0, 1988.0, 614.0, 36.0], Cn7F9RHgXC, 5735799]
[paragraph, [833.0, 2024.0, 614.0, 36.0], Cn7F9RHgXC, 5735799]
[folio, [1203.0, 2085.0, 237.0, 36.0], GsRLBw84Vz, 5735799]
