[1320, 1176]
[folio, [63.0, 56.0, 191.0, 18.0], XqmWsJFgiV, 5694138]
[paragraph, [80.0, 1143.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 1161.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 1179.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 1197.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 1215.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 1233.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [774.0, 747.0, 330.0, 18.0], gN6GSMHyKH, 5694138]
[paragraph, [774.0, 765.0, 330.0, 18.0], gN6GSMHyKH, 5694138]
[paragraph, [427.0, 769.0, 330.0, 18.0], 28DL2myRY5, 5694138]
[paragraph, [427.0, 787.0, 330.0, 18.0], 28DL2myRY5, 5694138]
[paragraph, [427.0, 805.0, 330.0, 18.0], 28DL2myRY5, 5694138]
[paragraph, [780.0, 794.0, 321.0, 18.0], _uCJyedYg8, 5694138]
[paragraph, [780.0, 812.0, 321.0, 18.0], _uCJyedYg8, 5694138]
[paragraph, [441.0, 842.0, 314.0, 18.0], __eSQpSA9v, 5694138]
