[872, 605]
[section-title, [273.0, 35.0, 63.0, 30.0], EOO40ycpsD, 6457407]
[paragraph, [302.0, 255.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 273.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 291.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 309.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 327.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 345.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 363.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 381.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 399.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 417.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 435.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 453.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 471.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 489.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 507.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 525.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 543.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 561.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 579.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 597.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[paragraph, [302.0, 615.0, 249.0, 18.0], FYIWHUJZuh, 6457407]
[reference, [303.0, 649.0, 249.0, 18.0], S_MXrGrDSv, 6457407]
[reference, [303.0, 667.0, 249.0, 18.0], S_MXrGrDSv, 6457407]
[reference, [303.0, 685.0, 249.0, 18.0], S_MXrGrDSv, 6457407]
[reference, [303.0, 703.0, 249.0, 18.0], S_MXrGrDSv, 6457407]
[reference, [303.0, 721.0, 249.0, 18.0], S_MXrGrDSv, 6457407]
[reference, [303.0, 739.0, 249.0, 18.0], S_MXrGrDSv, 6457407]
[reference, [303.0, 757.0, 249.0, 18.0], S_MXrGrDSv, 6457407]
[reference, [303.0, 775.0, 249.0, 18.0], S_MXrGrDSv, 6457407]
[reference, [303.0, 793.0, 249.0, 18.0], S_MXrGrDSv, 6457407]
[reference, [303.0, 811.0, 249.0, 18.0], S_MXrGrDSv, 6457407]
[paragraph, [51.0, 668.0, 249.0, 18.0], gyjLZBwkeu, 6457407]
[paragraph, [51.0, 686.0, 249.0, 18.0], gyjLZBwkeu, 6457407]
[paragraph, [51.0, 704.0, 249.0, 18.0], gyjLZBwkeu, 6457407]
[reference, [53.0, 726.0, 246.0, 18.0], AW37ZuIuFf, 6457407]
[reference, [53.0, 744.0, 246.0, 18.0], AW37ZuIuFf, 6457407]
[reference, [53.0, 762.0, 246.0, 18.0], AW37ZuIuFf, 6457407]
[reference, [53.0, 780.0, 246.0, 18.0], AW37ZuIuFf, 6457407]
[reference, [53.0, 798.0, 246.0, 18.0], AW37ZuIuFf, 6457407]
