[2428, 1814]
[paragraph, [864.0, 162.0, 708.0, 36.0], shoonya_7sT5BBQ9VGZB07, 5694474]
[paragraph, [131.0, 2105.0, 704.0, 36.0], shoonya_0s6XUPOR4CBLTO, 5694474]
[paragraph, [131.0, 2141.0, 704.0, 36.0], shoonya_0s6XUPOR4CBLTO, 5694474]
[paragraph, [131.0, 2177.0, 704.0, 36.0], shoonya_0s6XUPOR4CBLTO, 5694474]
[paragraph, [864.0, 1966.0, 707.0, 36.0], shoonya_9sQIIL6N20WE9K, 5694474]
[paragraph, [864.0, 2002.0, 707.0, 36.0], shoonya_9sQIIL6N20WE9K, 5694474]
[paragraph, [864.0, 2038.0, 707.0, 36.0], shoonya_9sQIIL6N20WE9K, 5694474]
[paragraph, [864.0, 2074.0, 707.0, 36.0], shoonya_9sQIIL6N20WE9K, 5694474]
[paragraph, [865.0, 2121.0, 707.0, 36.0], shoonya_2s4ZGYUHMHDKRM, 5694474]
[paragraph, [865.0, 2157.0, 707.0, 36.0], shoonya_2s4ZGYUHMHDKRM, 5694474]
[paragraph, [865.0, 2193.0, 707.0, 36.0], shoonya_2s4ZGYUHMHDKRM, 5694474]
[folio, [561.0, 2288.0, 587.0, 36.0], KtWVmZL6Jr, 5694474]
