[1656, 1296]
[chapter-title, [273.0, 74.0, 754.0, 58.5], shoonya_15sULO0CBQ5A1A, 5656374]
[ordered-list, [654.0, 871.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [654.0, 907.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [654.0, 943.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [654.0, 979.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [654.0, 1015.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [654.0, 1051.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [654.0, 1087.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [654.0, 1123.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [654.0, 1159.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [654.0, 1195.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [654.0, 1231.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [654.0, 1267.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [654.0, 1303.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [654.0, 1339.0, 393.0, 36.0], shoonya_21sFQSIOAR1S4V, 5656374]
[ordered-list, [69.0, 887.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[ordered-list, [69.0, 923.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[ordered-list, [69.0, 959.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[ordered-list, [69.0, 995.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[ordered-list, [69.0, 1031.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[ordered-list, [69.0, 1067.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[ordered-list, [69.0, 1103.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[ordered-list, [69.0, 1139.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[ordered-list, [69.0, 1175.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[ordered-list, [69.0, 1211.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[ordered-list, [69.0, 1247.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[ordered-list, [69.0, 1283.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[ordered-list, [69.0, 1319.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[ordered-list, [69.0, 1355.0, 391.0, 36.0], shoonya_23sJ067K6RP9SE, 5656374]
[footnote, [75.0, 1414.0, 1183.0, 36.0], EQ8EVLVONF, 5656374]
[contact-info, [338.0, 1460.0, 819.0, 36.0], shoonya_24s6J5THS1LJ1Y, 5656374]
[contact-info, [338.0, 1496.0, 819.0, 36.0], shoonya_24s6J5THS1LJ1Y, 5656374]
[contact-info, [338.0, 1532.0, 819.0, 36.0], shoonya_24s6J5THS1LJ1Y, 5656374]
[folio, [201.0, 1487.0, 130.0, 36.0], 0FRT8ugaDb, 5656374]
[folio, [201.0, 1523.0, 130.0, 36.0], 0FRT8ugaDb, 5656374]
[website-link, [65.0, 1575.0, 382.0, 18.0], g29_ipEoXv, 5656374]
