[2250, 1750]
[paragraph, [89.0, 89.0, 721.0, 36.0], zOTjDCfoxz, 5752340]
[paragraph, [94.0, 1434.0, 706.0, 36.0], shoonya_1s60K95KCVM7VG, 5752340]
[paragraph, [94.0, 1470.0, 706.0, 36.0], shoonya_1s60K95KCVM7VG, 5752340]
[paragraph, [94.0, 1506.0, 706.0, 36.0], shoonya_1s60K95KCVM7VG, 5752340]
[paragraph, [94.0, 1542.0, 706.0, 36.0], shoonya_1s60K95KCVM7VG, 5752340]
[paragraph, [94.0, 1578.0, 706.0, 36.0], shoonya_1s60K95KCVM7VG, 5752340]
[paragraph, [888.0, 1655.0, 706.0, 36.0], shoonya_8s5UAI3ACD2KRH, 5752340]
[paragraph, [888.0, 1691.0, 706.0, 36.0], shoonya_8s5UAI3ACD2KRH, 5752340]
[paragraph, [888.0, 1727.0, 706.0, 36.0], shoonya_8s5UAI3ACD2KRH, 5752340]
[paragraph, [888.0, 1763.0, 706.0, 36.0], shoonya_8s5UAI3ACD2KRH, 5752340]
[paragraph, [888.0, 1799.0, 706.0, 36.0], shoonya_8s5UAI3ACD2KRH, 5752340]
[paragraph, [888.0, 1835.0, 706.0, 36.0], shoonya_8s5UAI3ACD2KRH, 5752340]
[paragraph, [888.0, 1871.0, 706.0, 36.0], shoonya_8s5UAI3ACD2KRH, 5752340]
[paragraph, [888.0, 1907.0, 706.0, 36.0], shoonya_8s5UAI3ACD2KRH, 5752340]
[paragraph, [888.0, 1943.0, 706.0, 36.0], shoonya_8s5UAI3ACD2KRH, 5752340]
[paragraph, [888.0, 1979.0, 706.0, 36.0], shoonya_8s5UAI3ACD2KRH, 5752340]
[paragraph, [888.0, 2015.0, 706.0, 36.0], shoonya_8s5UAI3ACD2KRH, 5752340]
[paragraph, [93.0, 1677.0, 708.0, 36.0], shoonya_3s9N2I9B3UFZDJ, 5752340]
[paragraph, [93.0, 1713.0, 708.0, 36.0], shoonya_3s9N2I9B3UFZDJ, 5752340]
[paragraph, [93.0, 1749.0, 708.0, 36.0], shoonya_3s9N2I9B3UFZDJ, 5752340]
[paragraph, [93.0, 1785.0, 708.0, 36.0], shoonya_3s9N2I9B3UFZDJ, 5752340]
[paragraph, [93.0, 1821.0, 708.0, 36.0], shoonya_3s9N2I9B3UFZDJ, 5752340]
[paragraph, [93.0, 1857.0, 708.0, 36.0], shoonya_3s9N2I9B3UFZDJ, 5752340]
[paragraph, [93.0, 1893.0, 708.0, 36.0], shoonya_3s9N2I9B3UFZDJ, 5752340]
[paragraph, [93.0, 1929.0, 708.0, 36.0], shoonya_3s9N2I9B3UFZDJ, 5752340]
