[1299, 3366]
[paragraph, [2615.0, 18.0, 629.0, 18.0], shoonya_0sOM0LT28WOA8O, 5726501]
[paragraph, [1151.0, 496.0, 407.0, 18.0], edxCQnI8_R, 5726501]
[paragraph, [1151.0, 514.0, 407.0, 18.0], edxCQnI8_R, 5726501]
[paragraph, [1151.0, 532.0, 407.0, 18.0], edxCQnI8_R, 5726501]
[paragraph, [25.0, 369.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 387.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 405.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 423.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 441.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 459.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 477.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 495.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 513.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 531.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 549.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 567.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 585.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 603.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [25.0, 621.0, 315.0, 18.0], LeSCCkkCIw, 5726501]
[paragraph, [819.0, 424.0, 294.0, 18.0], am1PC2L0sP, 5726501]
[paragraph, [819.0, 442.0, 294.0, 18.0], am1PC2L0sP, 5726501]
[paragraph, [819.0, 460.0, 294.0, 18.0], am1PC2L0sP, 5726501]
[paragraph, [819.0, 478.0, 294.0, 18.0], am1PC2L0sP, 5726501]
[paragraph, [819.0, 496.0, 294.0, 18.0], am1PC2L0sP, 5726501]
[paragraph, [819.0, 514.0, 294.0, 18.0], am1PC2L0sP, 5726501]
[paragraph, [819.0, 532.0, 294.0, 18.0], am1PC2L0sP, 5726501]
[paragraph, [819.0, 550.0, 294.0, 18.0], am1PC2L0sP, 5726501]
[paragraph, [819.0, 568.0, 294.0, 18.0], am1PC2L0sP, 5726501]
[paragraph, [819.0, 586.0, 294.0, 18.0], am1PC2L0sP, 5726501]
[paragraph, [819.0, 604.0, 294.0, 18.0], am1PC2L0sP, 5726501]
[paragraph, [819.0, 622.0, 294.0, 18.0], am1PC2L0sP, 5726501]
[paragraph, [2397.0, 472.0, 303.0, 18.0], GHvJn7ILWp, 5726501]
[paragraph, [2397.0, 490.0, 303.0, 18.0], GHvJn7ILWp, 5726501]
[paragraph, [2397.0, 508.0, 303.0, 18.0], GHvJn7ILWp, 5726501]
[paragraph, [2397.0, 526.0, 303.0, 18.0], GHvJn7ILWp, 5726501]
[paragraph, [2397.0, 544.0, 303.0, 18.0], GHvJn7ILWp, 5726501]
[paragraph, [2397.0, 562.0, 303.0, 18.0], GHvJn7ILWp, 5726501]
[paragraph, [2397.0, 580.0, 303.0, 18.0], GHvJn7ILWp, 5726501]
[paragraph, [2397.0, 598.0, 303.0, 18.0], GHvJn7ILWp, 5726501]
[paragraph, [2781.0, 498.0, 407.0, 18.0], 5gWnxP0nn0, 5726501]
[paragraph, [2781.0, 516.0, 407.0, 18.0], 5gWnxP0nn0, 5726501]
[paragraph, [2781.0, 534.0, 407.0, 18.0], 5gWnxP0nn0, 5726501]
[paragraph, [2781.0, 552.0, 407.0, 18.0], 5gWnxP0nn0, 5726501]
[paragraph, [2781.0, 570.0, 407.0, 18.0], 5gWnxP0nn0, 5726501]
[paragraph, [2781.0, 588.0, 407.0, 18.0], 5gWnxP0nn0, 5726501]
[paragraph, [2781.0, 606.0, 407.0, 18.0], 5gWnxP0nn0, 5726501]
[paragraph, [2781.0, 624.0, 407.0, 18.0], 5gWnxP0nn0, 5726501]
[paragraph, [2781.0, 642.0, 407.0, 18.0], 5gWnxP0nn0, 5726501]
[paragraph, [2781.0, 660.0, 407.0, 18.0], 5gWnxP0nn0, 5726501]
[paragraph, [2866.0, 857.0, 276.0, 18.0], ijapz7tGQT, 5726501]
[paragraph, [2866.0, 875.0, 276.0, 18.0], ijapz7tGQT, 5726501]
[paragraph, [2866.0, 893.0, 276.0, 18.0], ijapz7tGQT, 5726501]
[paragraph, [2866.0, 911.0, 276.0, 18.0], ijapz7tGQT, 5726501]
[paragraph, [2866.0, 929.0, 276.0, 18.0], ijapz7tGQT, 5726501]
[paragraph, [2866.0, 947.0, 276.0, 18.0], ijapz7tGQT, 5726501]
[paragraph, [983.0, 996.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [983.0, 1014.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [983.0, 1032.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [983.0, 1050.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [983.0, 1068.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [983.0, 1086.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [983.0, 1104.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [983.0, 1122.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [983.0, 1140.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [983.0, 1158.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [983.0, 1176.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [983.0, 1194.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [983.0, 1212.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [983.0, 1230.0, 470.0, 18.0], LiggInncJl, 5726501]
[paragraph, [3034.0, 1122.0, 290.0, 18.0], Ttq-AnpiCp, 5726501]
[paragraph, [3034.0, 1140.0, 290.0, 18.0], Ttq-AnpiCp, 5726501]
[paragraph, [3034.0, 1158.0, 290.0, 18.0], Ttq-AnpiCp, 5726501]
[paragraph, [3034.0, 1176.0, 290.0, 18.0], Ttq-AnpiCp, 5726501]
[paragraph, [3034.0, 1194.0, 290.0, 18.0], Ttq-AnpiCp, 5726501]
[paragraph, [3034.0, 1212.0, 290.0, 18.0], Ttq-AnpiCp, 5726501]
[paragraph, [3034.0, 1230.0, 290.0, 18.0], Ttq-AnpiCp, 5726501]
