[2339, 1653]
[folio, [1011.0, 157.0, 472.0, 36.0], shoonya_0sI0UBSPA6023X, 5685528]
[ordered-list, [320.0, 1146.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1182.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1218.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1254.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1290.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1326.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1362.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1398.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1434.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1470.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1506.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[ordered-list, [320.0, 1542.0, 1192.0, 36.0], shoonya_2sK7302FTH4GFS, 5685528]
[sub-ordered-list, [369.0, 425.0, 1127.0, 36.0], shoonya_4sXFOJ0KI7YR1R, 5685528]
[sub-ordered-list, [369.0, 461.0, 1127.0, 36.0], shoonya_4sXFOJ0KI7YR1R, 5685528]
[sub-ordered-list, [369.0, 497.0, 1127.0, 36.0], shoonya_4sXFOJ0KI7YR1R, 5685528]
[sub-ordered-list, [369.0, 533.0, 1127.0, 36.0], shoonya_4sXFOJ0KI7YR1R, 5685528]
[sub-ordered-list, [369.0, 569.0, 1127.0, 36.0], shoonya_4sXFOJ0KI7YR1R, 5685528]
[sub-ordered-list, [369.0, 605.0, 1127.0, 36.0], shoonya_4sXFOJ0KI7YR1R, 5685528]
[sub-ordered-list, [369.0, 641.0, 1127.0, 36.0], shoonya_4sXFOJ0KI7YR1R, 5685528]
[sub-ordered-list, [369.0, 677.0, 1127.0, 36.0], shoonya_4sXFOJ0KI7YR1R, 5685528]
[sub-ordered-list, [369.0, 713.0, 1127.0, 36.0], shoonya_4sXFOJ0KI7YR1R, 5685528]
[sub-ordered-list, [369.0, 749.0, 1127.0, 36.0], shoonya_4sXFOJ0KI7YR1R, 5685528]
[sub-ordered-list, [369.0, 785.0, 1127.0, 36.0], shoonya_4sXFOJ0KI7YR1R, 5685528]
[sub-ordered-list, [369.0, 821.0, 1127.0, 36.0], shoonya_4sXFOJ0KI7YR1R, 5685528]
[section-title, [152.0, 1609.0, 1347.0, 52.5], tSUxc8WxTZ, 5685528]
[section-title, [152.0, 1661.5, 1347.0, 52.5], tSUxc8WxTZ, 5685528]
[paragraph, [318.0, 1774.0, 1037.0, 36.0], T7AgNwyccm, 5685528]
[paragraph, [316.0, 1838.0, 1183.0, 36.0], REYcBEyrmj, 5685528]
[paragraph, [316.0, 1874.0, 1183.0, 36.0], REYcBEyrmj, 5685528]
[paragraph, [316.0, 1910.0, 1183.0, 36.0], REYcBEyrmj, 5685528]
[paragraph, [316.0, 1946.0, 1183.0, 36.0], REYcBEyrmj, 5685528]
[paragraph, [316.0, 1982.0, 1183.0, 36.0], REYcBEyrmj, 5685528]
[paragraph, [316.0, 2018.0, 1183.0, 36.0], REYcBEyrmj, 5685528]
