[872, 605]
[section-title, [262.0, 33.0, 74.0, 30.0], iEh5wT1kx7, 6456624]
[paragraph, [38.0, 437.0, 262.0, 18.0], SK3H2iNxtQ, 6456624]
[paragraph, [301.0, 409.0, 259.0, 18.0], zFq4WvrKGi, 6456624]
[paragraph, [301.0, 427.0, 259.0, 18.0], zFq4WvrKGi, 6456624]
[paragraph, [301.0, 445.0, 259.0, 18.0], zFq4WvrKGi, 6456624]
[paragraph, [301.0, 463.0, 259.0, 18.0], zFq4WvrKGi, 6456624]
[paragraph, [301.0, 481.0, 259.0, 18.0], zFq4WvrKGi, 6456624]
[paragraph, [301.0, 499.0, 259.0, 18.0], zFq4WvrKGi, 6456624]
[paragraph, [35.0, 452.0, 223.0, 18.0], Ql-QLgMhX4, 6456624]
[paragraph, [37.0, 473.0, 265.0, 18.0], TZhM5F8gh_, 6456624]
[paragraph, [37.0, 491.0, 265.0, 18.0], TZhM5F8gh_, 6456624]
[paragraph, [37.0, 509.0, 265.0, 18.0], TZhM5F8gh_, 6456624]
[paragraph, [37.0, 527.0, 265.0, 18.0], TZhM5F8gh_, 6456624]
[paragraph, [37.0, 545.0, 265.0, 18.0], TZhM5F8gh_, 6456624]
[paragraph, [37.0, 563.0, 265.0, 18.0], TZhM5F8gh_, 6456624]
[paragraph, [37.0, 581.0, 265.0, 18.0], TZhM5F8gh_, 6456624]
[paragraph, [37.0, 599.0, 265.0, 18.0], TZhM5F8gh_, 6456624]
[paragraph, [37.0, 617.0, 265.0, 18.0], TZhM5F8gh_, 6456624]
[paragraph, [37.0, 635.0, 265.0, 18.0], TZhM5F8gh_, 6456624]
[paragraph, [37.0, 653.0, 265.0, 18.0], TZhM5F8gh_, 6456624]
[paragraph, [302.0, 532.0, 260.0, 18.0], RCir7PnqZx, 6456624]
[paragraph, [302.0, 550.0, 260.0, 18.0], RCir7PnqZx, 6456624]
[paragraph, [302.0, 568.0, 260.0, 18.0], RCir7PnqZx, 6456624]
[paragraph, [302.0, 586.0, 260.0, 18.0], RCir7PnqZx, 6456624]
[paragraph, [302.0, 604.0, 260.0, 18.0], RCir7PnqZx, 6456624]
[paragraph, [302.0, 622.0, 260.0, 18.0], RCir7PnqZx, 6456624]
[paragraph, [302.0, 640.0, 260.0, 18.0], RCir7PnqZx, 6456624]
[paragraph, [302.0, 658.0, 260.0, 18.0], RCir7PnqZx, 6456624]
[paragraph, [40.0, 674.0, 262.0, 18.0], dEG9KxWyG0, 6456624]
[paragraph, [40.0, 692.0, 262.0, 18.0], dEG9KxWyG0, 6456624]
[paragraph, [40.0, 710.0, 262.0, 18.0], dEG9KxWyG0, 6456624]
[reference, [307.0, 690.0, 259.0, 18.0], fyRZmJMPdT, 6456624]
[reference, [307.0, 708.0, 259.0, 18.0], fyRZmJMPdT, 6456624]
[reference, [307.0, 726.0, 259.0, 18.0], fyRZmJMPdT, 6456624]
[reference, [307.0, 744.0, 259.0, 18.0], fyRZmJMPdT, 6456624]
[reference, [307.0, 762.0, 259.0, 18.0], fyRZmJMPdT, 6456624]
[reference, [307.0, 780.0, 259.0, 18.0], fyRZmJMPdT, 6456624]
[reference, [307.0, 798.0, 259.0, 18.0], fyRZmJMPdT, 6456624]
[reference, [37.0, 728.0, 263.0, 18.0], epv9gwWpaJ, 6456624]
[reference, [37.0, 746.0, 263.0, 18.0], epv9gwWpaJ, 6456624]
[reference, [37.0, 764.0, 263.0, 18.0], epv9gwWpaJ, 6456624]
[reference, [37.0, 782.0, 263.0, 18.0], epv9gwWpaJ, 6456624]
[reference, [37.0, 800.0, 263.0, 18.0], epv9gwWpaJ, 6456624]
