[1823, 1375]
[folio, [625.0, 103.0, 117.0, 36.0], shoonya_6sRZ7CC4EWRVKC, 5683566]
[paragraph, [702.0, 1335.0, 569.0, 36.0], TZaY9B0S7_, 5683566]
[paragraph, [702.0, 1371.0, 569.0, 36.0], TZaY9B0S7_, 5683566]
[paragraph, [702.0, 1407.0, 569.0, 36.0], TZaY9B0S7_, 5683566]
[paragraph, [119.0, 1001.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1037.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1073.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1109.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1145.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1181.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1217.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1253.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1289.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1325.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1361.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1397.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1433.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1469.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [119.0, 1505.0, 570.0, 36.0], shoonya_2sJ9IYBDI7TEZY, 5683566]
[paragraph, [703.0, 1464.0, 571.0, 36.0], 7Fe6sITC08, 5683566]
[paragraph, [703.0, 1500.0, 571.0, 36.0], 7Fe6sITC08, 5683566]
[paragraph, [703.0, 1536.0, 571.0, 36.0], 7Fe6sITC08, 5683566]
[paragraph, [703.0, 1572.0, 571.0, 36.0], 7Fe6sITC08, 5683566]
[paragraph, [703.0, 1608.0, 571.0, 36.0], 7Fe6sITC08, 5683566]
[paragraph, [703.0, 1644.0, 571.0, 36.0], 7Fe6sITC08, 5683566]
[paragraph, [703.0, 1680.0, 571.0, 36.0], 7Fe6sITC08, 5683566]
[paragraph, [121.0, 1562.0, 563.0, 36.0], shoonya_3sPLCVT8OG24YI, 5683566]
[paragraph, [121.0, 1598.0, 563.0, 36.0], shoonya_3sPLCVT8OG24YI, 5683566]
[paragraph, [121.0, 1634.0, 563.0, 36.0], shoonya_3sPLCVT8OG24YI, 5683566]
