[1320, 1176]
[chapter-title, [72.0, 198.0, 476.0, 30.0], shoonya_6s2B4CDIGALJ3F, 5694291]
[paragraph, [765.0, 346.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 364.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 382.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 400.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 418.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 436.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 454.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 472.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 490.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 508.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 526.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 544.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 562.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 580.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 598.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 616.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 634.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 652.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [765.0, 670.0, 337.0, 18.0], shoonya_0s7RA2EI19OFP1, 5694291]
[paragraph, [421.0, 382.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 400.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 418.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 436.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 454.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 472.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 490.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 508.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 526.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 544.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 562.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 580.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 598.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 616.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 634.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 652.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 670.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 688.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 706.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 724.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 742.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 760.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 778.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 796.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 814.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 832.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 850.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 868.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 886.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 904.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 922.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 940.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 958.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 976.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 994.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 1012.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 1030.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 1048.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [421.0, 1066.0, 335.0, 18.0], gAAmb7yRaF, 5694291]
[paragraph, [767.0, 693.0, 332.0, 18.0], shoonya_3s7C7MN6HDV2KB, 5694291]
[paragraph, [767.0, 711.0, 332.0, 18.0], shoonya_3s7C7MN6HDV2KB, 5694291]
[paragraph, [767.0, 729.0, 332.0, 18.0], shoonya_3s7C7MN6HDV2KB, 5694291]
[paragraph, [767.0, 747.0, 332.0, 18.0], shoonya_3s7C7MN6HDV2KB, 5694291]
[paragraph, [767.0, 765.0, 332.0, 18.0], shoonya_3s7C7MN6HDV2KB, 5694291]
[paragraph, [767.0, 783.0, 332.0, 18.0], shoonya_3s7C7MN6HDV2KB, 5694291]
[paragraph, [767.0, 801.0, 332.0, 18.0], shoonya_3s7C7MN6HDV2KB, 5694291]
[paragraph, [767.0, 819.0, 332.0, 18.0], shoonya_3s7C7MN6HDV2KB, 5694291]
[paragraph, [767.0, 837.0, 332.0, 18.0], shoonya_3s7C7MN6HDV2KB, 5694291]
[paragraph, [767.0, 855.0, 332.0, 18.0], shoonya_3s7C7MN6HDV2KB, 5694291]
[paragraph, [767.0, 873.0, 332.0, 18.0], shoonya_3s7C7MN6HDV2KB, 5694291]
[paragraph, [767.0, 891.0, 332.0, 18.0], shoonya_3s7C7MN6HDV2KB, 5694291]
[paragraph, [767.0, 909.0, 332.0, 18.0], shoonya_3s7C7MN6HDV2KB, 5694291]
[paragraph, [765.0, 948.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 966.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 984.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1002.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1020.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1038.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1056.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1074.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1092.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1110.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1128.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1146.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1164.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1182.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1200.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1218.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [765.0, 1236.0, 337.0, 18.0], shoonya_2s68EAQAVJ9W8S, 5694291]
[paragraph, [64.0, 1092.0, 346.0, 18.0], shoonya_5sXKNSH4A5G60W, 5694291]
[paragraph, [64.0, 1110.0, 346.0, 18.0], shoonya_5sXKNSH4A5G60W, 5694291]
[paragraph, [64.0, 1128.0, 346.0, 18.0], shoonya_5sXKNSH4A5G60W, 5694291]
[paragraph, [64.0, 1146.0, 346.0, 18.0], shoonya_5sXKNSH4A5G60W, 5694291]
[paragraph, [64.0, 1164.0, 346.0, 18.0], shoonya_5sXKNSH4A5G60W, 5694291]
[paragraph, [64.0, 1182.0, 346.0, 18.0], shoonya_5sXKNSH4A5G60W, 5694291]
[paragraph, [64.0, 1200.0, 346.0, 18.0], shoonya_5sXKNSH4A5G60W, 5694291]
[paragraph, [64.0, 1218.0, 346.0, 18.0], shoonya_5sXKNSH4A5G60W, 5694291]
[paragraph, [64.0, 1236.0, 346.0, 18.0], shoonya_5sXKNSH4A5G60W, 5694291]
[paragraph, [419.0, 1094.0, 336.0, 18.0], vKkoTYzivC, 5694291]
[paragraph, [419.0, 1112.0, 336.0, 18.0], vKkoTYzivC, 5694291]
[paragraph, [419.0, 1130.0, 336.0, 18.0], vKkoTYzivC, 5694291]
[paragraph, [419.0, 1148.0, 336.0, 18.0], vKkoTYzivC, 5694291]
[paragraph, [419.0, 1166.0, 336.0, 18.0], vKkoTYzivC, 5694291]
[paragraph, [419.0, 1184.0, 336.0, 18.0], vKkoTYzivC, 5694291]
[paragraph, [419.0, 1202.0, 336.0, 18.0], vKkoTYzivC, 5694291]
[paragraph, [419.0, 1220.0, 336.0, 18.0], vKkoTYzivC, 5694291]
[paragraph, [419.0, 1238.0, 336.0, 18.0], vKkoTYzivC, 5694291]
