[1372, 849]
[section-title, [338.0, 68.0, 156.0, 30.0], shoonya_0s5IW3KD9LUHYR, 5709821]
[paragraph, [56.0, 576.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 594.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 612.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 630.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 648.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 666.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 684.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 702.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 720.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 738.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 756.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 774.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [52.0, 800.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 818.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 836.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 854.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 872.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 890.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 908.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 926.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 944.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 962.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 980.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 998.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1016.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1034.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1052.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1070.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1088.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1106.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1124.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1142.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1160.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1178.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1196.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1214.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1232.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1250.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1268.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
[paragraph, [52.0, 1286.0, 718.0, 18.0], shoonya_4sB6O8AXY80QO6, 5709821]
