[1275, 750]
[section-title, [298.0, 86.0, 130.0, 30.0], shoonya_2sFG86DH6G43HY, 5767310]
[paragraph, [61.0, 888.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 906.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 924.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 942.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 960.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 978.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 996.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 1014.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 1032.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 1050.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 1068.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 1086.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 1104.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 1122.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 1140.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 1158.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
