[1372, 849]
[section-title, [353.0, 68.0, 143.0, 30.0], shoonya_1sMGVFFR5YO7QC, 5710376]
[paragraph, [68.0, 650.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 668.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 686.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 704.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 722.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 740.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 758.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 776.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 794.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 812.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 830.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 848.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 866.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 884.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 902.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 920.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 938.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 956.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 974.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 992.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 1010.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 1028.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 1046.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 1064.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 1082.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 1100.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [56.0, 1128.0, 734.0, 18.0], FJyIx2SR4V, 5710376]
[paragraph, [56.0, 1146.0, 734.0, 18.0], FJyIx2SR4V, 5710376]
[paragraph, [56.0, 1164.0, 734.0, 18.0], FJyIx2SR4V, 5710376]
[paragraph, [56.0, 1182.0, 734.0, 18.0], FJyIx2SR4V, 5710376]
[paragraph, [61.0, 1210.0, 726.0, 18.0], h9MGnuBiek, 5710376]
[paragraph, [61.0, 1228.0, 726.0, 18.0], h9MGnuBiek, 5710376]
[paragraph, [61.0, 1246.0, 726.0, 18.0], h9MGnuBiek, 5710376]
[paragraph, [61.0, 1264.0, 726.0, 18.0], h9MGnuBiek, 5710376]
[paragraph, [61.0, 1282.0, 726.0, 18.0], h9MGnuBiek, 5710376]
