[1352, 827]
[folio, [90.0, 50.0, 114.0, 18.0], mrYushD9SD, 5781724]
[sub-ordered-list, [93.0, 1020.0, 641.0, 18.0], 9R4YZ6sW7e, 5781724]
[sub-ordered-list, [93.0, 1038.0, 641.0, 18.0], 9R4YZ6sW7e, 5781724]
[sub-ordered-list, [93.0, 1056.0, 641.0, 18.0], 9R4YZ6sW7e, 5781724]
[sub-ordered-list, [93.0, 1074.0, 641.0, 18.0], 9R4YZ6sW7e, 5781724]
[sub-ordered-list, [93.0, 1092.0, 641.0, 18.0], 9R4YZ6sW7e, 5781724]
[sub-ordered-list, [93.0, 1110.0, 641.0, 18.0], 9R4YZ6sW7e, 5781724]
[sub-ordered-list, [93.0, 1128.0, 641.0, 18.0], 9R4YZ6sW7e, 5781724]
[sub-ordered-list, [93.0, 1146.0, 641.0, 18.0], 9R4YZ6sW7e, 5781724]
[sub-ordered-list, [93.0, 1164.0, 641.0, 18.0], 9R4YZ6sW7e, 5781724]
[sub-ordered-list, [93.0, 1182.0, 641.0, 18.0], 9R4YZ6sW7e, 5781724]
[sub-ordered-list, [93.0, 1200.0, 641.0, 18.0], 9R4YZ6sW7e, 5781724]
