[2339, 1656]
[paragraph, [882.0, 111.0, 699.0, 36.0], shoonya_3sK7IJ2A120PPT, 5750025]
[paragraph, [888.0, 458.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 494.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 530.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 566.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 602.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 638.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 674.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 710.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 746.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 782.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 818.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 854.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 890.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 926.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 962.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 998.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1034.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1070.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1106.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1142.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1178.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1214.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1250.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1286.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1322.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1358.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1394.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1430.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1466.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1502.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1538.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1574.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1610.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1646.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [888.0, 1682.0, 703.0, 36.0], shoonya_2sQ8Z65DG31KMD, 5750025]
[paragraph, [156.0, 815.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 851.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 887.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 923.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 959.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 995.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1031.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1067.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1103.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1139.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1175.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1211.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1247.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1283.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1319.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1355.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1391.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1427.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1463.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [156.0, 1499.0, 703.0, 36.0], shoonya_0s943J4Z788YB1, 5750025]
[paragraph, [161.0, 1563.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [161.0, 1599.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [161.0, 1635.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [161.0, 1671.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [161.0, 1707.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [161.0, 1743.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [161.0, 1779.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [161.0, 1815.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [161.0, 1851.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [161.0, 1887.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [161.0, 1923.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [161.0, 1959.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [161.0, 1995.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [161.0, 2031.0, 703.0, 36.0], shoonya_1sKYMD4S2RC1JP, 5750025]
[paragraph, [939.0, 1724.0, 606.0, 36.0], shoonya_6s9AZCCD9DANGG, 5750025]
[paragraph, [939.0, 1760.0, 606.0, 36.0], shoonya_6s9AZCCD9DANGG, 5750025]
[paragraph, [939.0, 1796.0, 606.0, 36.0], shoonya_6s9AZCCD9DANGG, 5750025]
[paragraph, [939.0, 1832.0, 606.0, 36.0], shoonya_6s9AZCCD9DANGG, 5750025]
[paragraph, [904.0, 1874.0, 694.0, 36.0], shoonya_5sW1CP3IXMBF5D, 5750025]
[paragraph, [904.0, 1910.0, 694.0, 36.0], shoonya_5sW1CP3IXMBF5D, 5750025]
[paragraph, [904.0, 1946.0, 694.0, 36.0], shoonya_5sW1CP3IXMBF5D, 5750025]
[paragraph, [904.0, 1982.0, 694.0, 36.0], shoonya_5sW1CP3IXMBF5D, 5750025]
[paragraph, [904.0, 2018.0, 694.0, 36.0], shoonya_5sW1CP3IXMBF5D, 5750025]
[paragraph, [904.0, 2054.0, 694.0, 36.0], shoonya_5sW1CP3IXMBF5D, 5750025]
