[1336, 843]
[paragraph, [32.0, 24.0, 767.0, 18.0], CZZUQYRhzJ, 5660805]
[paragraph, [35.0, 825.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 843.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 861.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 879.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 897.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 915.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 933.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 951.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 969.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 987.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 1005.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 1023.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 1041.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 1059.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 1077.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 1095.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 1113.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [35.0, 1131.0, 765.0, 18.0], 60DEj7NqOc, 5660805]
[paragraph, [74.0, 1151.0, 731.0, 18.0], kvPSU_NdB0, 5660805]
[paragraph, [74.0, 1169.0, 731.0, 18.0], kvPSU_NdB0, 5660805]
[paragraph, [74.0, 1187.0, 731.0, 18.0], kvPSU_NdB0, 5660805]
[author, [564.0, 1220.0, 230.0, 18.0], nPvHLsq3Od, 5660805]
[folio, [6.0, 1255.0, 836.0, 18.0], mVW9Or4k3D, 5660805]
[folio, [6.0, 1273.0, 836.0, 18.0], mVW9Or4k3D, 5660805]
[folio, [6.0, 1291.0, 836.0, 18.0], mVW9Or4k3D, 5660805]
[website-link, [477.0, 1286.0, 217.0, 18.0], xratK2IKYw, 5660805]
[website-link, [150.0, 1287.0, 244.0, 18.0], uVSQo_PjGt, 5660805]
