[2339, 1654]
[folio, [1310.0, 82.0, 220.0, 36.0], shoonya_3s7LF9Y5T60WP1, 5751483]
[paragraph, [95.0, 1530.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1566.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1602.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1638.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1674.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1710.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1746.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1782.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1818.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1854.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1890.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1926.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1962.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1998.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 2034.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 2070.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [74.0, 2141.0, 1458.0, 36.0], shoonya_4s6VWUVAYLXH4A, 5751483]
[paragraph, [74.0, 2177.0, 1458.0, 36.0], shoonya_4s6VWUVAYLXH4A, 5751483]
[paragraph, [74.0, 2213.0, 1458.0, 36.0], shoonya_4s6VWUVAYLXH4A, 5751483]
[paragraph, [74.0, 2249.0, 1458.0, 36.0], shoonya_4s6VWUVAYLXH4A, 5751483]
