[872, 605]
[section-title, [265.0, 34.0, 75.0, 30.0], shoonya_0sS171L5F0A6H8, 6456796]
[paragraph, [302.0, 389.0, 252.0, 18.0], ZbAoFL-w_l, 6456796]
[paragraph, [302.0, 407.0, 252.0, 18.0], ZbAoFL-w_l, 6456796]
[paragraph, [45.0, 422.0, 256.0, 18.0], AflVTmzAu7, 6456796]
[paragraph, [45.0, 440.0, 256.0, 18.0], AflVTmzAu7, 6456796]
[paragraph, [303.0, 427.0, 247.0, 18.0], 7P2n68JJ88, 6456796]
[paragraph, [303.0, 445.0, 247.0, 18.0], 7P2n68JJ88, 6456796]
[paragraph, [303.0, 463.0, 247.0, 18.0], 7P2n68JJ88, 6456796]
[paragraph, [303.0, 481.0, 247.0, 18.0], 7P2n68JJ88, 6456796]
[paragraph, [303.0, 499.0, 247.0, 18.0], 7P2n68JJ88, 6456796]
[paragraph, [303.0, 517.0, 247.0, 18.0], 7P2n68JJ88, 6456796]
[paragraph, [303.0, 535.0, 247.0, 18.0], 7P2n68JJ88, 6456796]
[paragraph, [303.0, 553.0, 247.0, 18.0], 7P2n68JJ88, 6456796]
[paragraph, [303.0, 571.0, 247.0, 18.0], 7P2n68JJ88, 6456796]
[paragraph, [52.0, 473.0, 246.0, 18.0], iOzLmdoKaO, 6456796]
[paragraph, [52.0, 491.0, 246.0, 18.0], iOzLmdoKaO, 6456796]
[paragraph, [52.0, 509.0, 246.0, 18.0], iOzLmdoKaO, 6456796]
[paragraph, [52.0, 527.0, 246.0, 18.0], iOzLmdoKaO, 6456796]
[paragraph, [52.0, 545.0, 246.0, 18.0], iOzLmdoKaO, 6456796]
[paragraph, [51.0, 576.0, 249.0, 18.0], Qcx_XQIxA5, 6456796]
[paragraph, [300.0, 598.0, 244.0, 18.0], FzbWN9JY1S, 6456796]
[paragraph, [300.0, 616.0, 244.0, 18.0], FzbWN9JY1S, 6456796]
[paragraph, [300.0, 634.0, 244.0, 18.0], FzbWN9JY1S, 6456796]
[paragraph, [300.0, 652.0, 244.0, 18.0], FzbWN9JY1S, 6456796]
[paragraph, [300.0, 670.0, 244.0, 18.0], FzbWN9JY1S, 6456796]
[paragraph, [300.0, 688.0, 244.0, 18.0], FzbWN9JY1S, 6456796]
[paragraph, [300.0, 706.0, 244.0, 18.0], FzbWN9JY1S, 6456796]
[paragraph, [300.0, 724.0, 244.0, 18.0], FzbWN9JY1S, 6456796]
[paragraph, [300.0, 742.0, 244.0, 18.0], FzbWN9JY1S, 6456796]
[paragraph, [300.0, 760.0, 244.0, 18.0], FzbWN9JY1S, 6456796]
[paragraph, [51.0, 608.0, 250.0, 18.0], xPBe6EEJyn, 6456796]
[paragraph, [51.0, 626.0, 250.0, 18.0], xPBe6EEJyn, 6456796]
[paragraph, [49.0, 658.0, 248.0, 18.0], djAbAfOXK0, 6456796]
[paragraph, [49.0, 676.0, 248.0, 18.0], djAbAfOXK0, 6456796]
[paragraph, [46.0, 707.0, 253.0, 18.0], 2oqieSwEc-, 6456796]
[paragraph, [46.0, 725.0, 253.0, 18.0], 2oqieSwEc-, 6456796]
[paragraph, [52.0, 748.0, 240.0, 18.0], 7P1BYm44XA, 6456796]
[paragraph, [62.0, 763.0, 239.0, 18.0], l4kl4FmGBp, 6456796]
[reference, [54.0, 792.0, 246.0, 18.0], ARsNb2fQW0, 6456796]
[reference, [303.0, 796.0, 248.0, 18.0], l_uj1Ld7Ai, 6456796]
