[1806, 1262]
[folio, [731.0, 104.0, 334.0, 36.0], yU46qJrl01, 5681634]
[paragraph, [90.0, 985.0, 515.0, 36.0], shoonya_0sT95598UR6FFA, 5681634]
[paragraph, [90.0, 1021.0, 515.0, 36.0], shoonya_0sT95598UR6FFA, 5681634]
[paragraph, [90.0, 1057.0, 515.0, 36.0], shoonya_0sT95598UR6FFA, 5681634]
[paragraph, [90.0, 1093.0, 515.0, 36.0], shoonya_0sT95598UR6FFA, 5681634]
[paragraph, [90.0, 1129.0, 515.0, 36.0], shoonya_0sT95598UR6FFA, 5681634]
[paragraph, [90.0, 1165.0, 515.0, 36.0], shoonya_0sT95598UR6FFA, 5681634]
[paragraph, [90.0, 1201.0, 515.0, 36.0], shoonya_0sT95598UR6FFA, 5681634]
[paragraph, [90.0, 1237.0, 515.0, 36.0], shoonya_0sT95598UR6FFA, 5681634]
[paragraph, [641.0, 796.0, 498.0, 36.0], shoonya_8sR33FR8M1W8VJ, 5681634]
[paragraph, [641.0, 832.0, 498.0, 36.0], shoonya_8sR33FR8M1W8VJ, 5681634]
[paragraph, [641.0, 868.0, 498.0, 36.0], shoonya_8sR33FR8M1W8VJ, 5681634]
[paragraph, [641.0, 904.0, 498.0, 36.0], shoonya_8sR33FR8M1W8VJ, 5681634]
[paragraph, [641.0, 940.0, 498.0, 36.0], shoonya_8sR33FR8M1W8VJ, 5681634]
[paragraph, [641.0, 976.0, 498.0, 36.0], shoonya_8sR33FR8M1W8VJ, 5681634]
[paragraph, [641.0, 1012.0, 498.0, 36.0], shoonya_8sR33FR8M1W8VJ, 5681634]
[paragraph, [641.0, 1048.0, 498.0, 36.0], shoonya_8sR33FR8M1W8VJ, 5681634]
[paragraph, [641.0, 1084.0, 498.0, 36.0], shoonya_8sR33FR8M1W8VJ, 5681634]
[paragraph, [641.0, 1120.0, 498.0, 36.0], shoonya_8sR33FR8M1W8VJ, 5681634]
[paragraph, [640.0, 1160.0, 503.0, 36.0], shoonya_9s3PCTSNRCN4IJ, 5681634]
[paragraph, [640.0, 1196.0, 503.0, 36.0], shoonya_9s3PCTSNRCN4IJ, 5681634]
[paragraph, [640.0, 1232.0, 503.0, 36.0], shoonya_9s3PCTSNRCN4IJ, 5681634]
[paragraph, [640.0, 1268.0, 503.0, 36.0], shoonya_9s3PCTSNRCN4IJ, 5681634]
[paragraph, [640.0, 1304.0, 503.0, 36.0], shoonya_9s3PCTSNRCN4IJ, 5681634]
[paragraph, [640.0, 1340.0, 503.0, 36.0], shoonya_9s3PCTSNRCN4IJ, 5681634]
[paragraph, [640.0, 1376.0, 503.0, 36.0], shoonya_9s3PCTSNRCN4IJ, 5681634]
[paragraph, [640.0, 1412.0, 503.0, 36.0], shoonya_9s3PCTSNRCN4IJ, 5681634]
[paragraph, [640.0, 1448.0, 503.0, 36.0], shoonya_9s3PCTSNRCN4IJ, 5681634]
[paragraph, [96.0, 1278.0, 507.0, 36.0], shoonya_4s6NKACAL0LXOQ, 5681634]
[paragraph, [96.0, 1314.0, 507.0, 36.0], shoonya_4s6NKACAL0LXOQ, 5681634]
[paragraph, [96.0, 1350.0, 507.0, 36.0], shoonya_4s6NKACAL0LXOQ, 5681634]
[paragraph, [96.0, 1386.0, 507.0, 36.0], shoonya_4s6NKACAL0LXOQ, 5681634]
[paragraph, [96.0, 1422.0, 507.0, 36.0], shoonya_4s6NKACAL0LXOQ, 5681634]
[paragraph, [96.0, 1458.0, 507.0, 36.0], shoonya_4s6NKACAL0LXOQ, 5681634]
[paragraph, [639.0, 1520.0, 502.0, 36.0], shoonya_7s6BN8JM10GR7R, 5681634]
[paragraph, [639.0, 1556.0, 502.0, 36.0], shoonya_7s6BN8JM10GR7R, 5681634]
[paragraph, [639.0, 1592.0, 502.0, 36.0], shoonya_7s6BN8JM10GR7R, 5681634]
[paragraph, [639.0, 1628.0, 502.0, 36.0], shoonya_7s6BN8JM10GR7R, 5681634]
[paragraph, [639.0, 1664.0, 502.0, 36.0], shoonya_7s6BN8JM10GR7R, 5681634]
[paragraph, [99.0, 1525.0, 506.0, 36.0], shoonya_3sH1REVGU8S1CK, 5681634]
[paragraph, [99.0, 1561.0, 506.0, 36.0], shoonya_3sH1REVGU8S1CK, 5681634]
[paragraph, [99.0, 1597.0, 506.0, 36.0], shoonya_3sH1REVGU8S1CK, 5681634]
[paragraph, [99.0, 1633.0, 506.0, 36.0], shoonya_3sH1REVGU8S1CK, 5681634]
[paragraph, [99.0, 1669.0, 506.0, 36.0], shoonya_3sH1REVGU8S1CK, 5681634]
