[729, 517]
[sidebar, [40.0, 50.0, 105.0, 18.0], sIY_z9gpgJ, 5761602]
[sidebar, [40.0, 554.0, 105.0, 18.0], sIY_z9gpgJ, 5761602]
[sidebar, [40.0, 572.0, 105.0, 18.0], sIY_z9gpgJ, 5761602]
[sidebar, [40.0, 590.0, 105.0, 18.0], sIY_z9gpgJ, 5761602]
[sidebar, [40.0, 608.0, 105.0, 18.0], sIY_z9gpgJ, 5761602]
[section-title, [182.0, 80.0, 272.0, 30.0], _owJBHLpFI, 5761602]
[folio, [45.0, 89.0, 88.0, 18.0], 1ikyKz0E2T, 5761602]
[folio, [44.0, 123.0, 88.0, 18.0], htXOSVGKjt, 5761602]
[folio, [44.0, 141.0, 88.0, 18.0], htXOSVGKjt, 5761602]
[folio, [44.0, 159.0, 88.0, 18.0], htXOSVGKjt, 5761602]
[folio, [44.0, 177.0, 88.0, 18.0], htXOSVGKjt, 5761602]
[folio, [44.0, 195.0, 88.0, 18.0], htXOSVGKjt, 5761602]
[folio, [44.0, 213.0, 88.0, 18.0], htXOSVGKjt, 5761602]
[folio, [44.0, 231.0, 88.0, 18.0], htXOSVGKjt, 5761602]
[folio, [44.0, 249.0, 88.0, 18.0], htXOSVGKjt, 5761602]
[folio, [44.0, 267.0, 88.0, 18.0], htXOSVGKjt, 5761602]
[author, [256.0, 126.0, 114.0, 18.0], shoonya_9sQX3POMJ9GJMZ, 5761602]
[paragraph, [152.0, 180.0, 329.0, 18.0], shoonya_0sFLR4N8BBGPUA, 5761602]
[paragraph, [152.0, 198.0, 329.0, 18.0], shoonya_0sFLR4N8BBGPUA, 5761602]
[paragraph, [152.0, 216.0, 329.0, 18.0], shoonya_0sFLR4N8BBGPUA, 5761602]
[paragraph, [152.0, 234.0, 329.0, 18.0], shoonya_0sFLR4N8BBGPUA, 5761602]
[paragraph, [152.0, 252.0, 329.0, 18.0], shoonya_0sFLR4N8BBGPUA, 5761602]
[paragraph, [152.0, 270.0, 329.0, 18.0], shoonya_0sFLR4N8BBGPUA, 5761602]
[paragraph, [152.0, 288.0, 329.0, 18.0], shoonya_0sFLR4N8BBGPUA, 5761602]
[paragraph, [153.0, 323.0, 326.0, 18.0], shoonya_1s4I3X5NCFAW6G, 5761602]
[reference, [46.0, 332.0, 94.0, 18.0], WZpLyfDHHG, 5761602]
[reference, [46.0, 350.0, 94.0, 18.0], WZpLyfDHHG, 5761602]
[reference, [46.0, 368.0, 94.0, 18.0], WZpLyfDHHG, 5761602]
[reference, [46.0, 386.0, 94.0, 18.0], WZpLyfDHHG, 5761602]
[reference, [46.0, 404.0, 94.0, 18.0], WZpLyfDHHG, 5761602]
[reference, [154.0, 375.0, 324.0, 18.0], shoonya_2sINX9I3EJU00H, 5761602]
[reference, [154.0, 393.0, 324.0, 18.0], shoonya_2sINX9I3EJU00H, 5761602]
[website-link, [47.0, 438.0, 98.0, 18.0], ltCh4RSWni, 5761602]
[website-link, [46.0, 484.0, 97.0, 18.0], zLq1X1BxdZ, 5761602]
[website-link, [46.0, 502.0, 97.0, 18.0], zLq1X1BxdZ, 5761602]
[folio, [48.0, 575.0, 93.0, 18.0], sbEpp9a3jX, 5761602]
[folio, [48.0, 593.0, 93.0, 18.0], sbEpp9a3jX, 5761602]
[folio, [48.0, 611.0, 93.0, 18.0], sbEpp9a3jX, 5761602]
[website-link, [34.0, 675.0, 148.0, 18.0], shoonya_7s07K6CJF3UV2U, 5761602]
