[1468, 909]
[headline, [377.0, 84.0, 162.0, 25.5], shoonya_7s8AYNOJY8GR8K, 5769793]
[paragraph, [79.0, 369.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 387.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 405.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 423.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 441.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 459.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 477.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 495.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [82.0, 529.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 547.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 565.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 583.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 601.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 619.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 637.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 655.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 673.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 691.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 709.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 727.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 745.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 763.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 781.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 799.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 817.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 835.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 853.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 871.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 889.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 907.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 925.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 943.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [82.0, 961.0, 365.0, 18.0], shoonya_0sUQFLOQ8PPJNK, 5769793]
[paragraph, [460.0, 766.0, 370.0, 18.0], shoonya_6s4D3YNTHXLAQE, 5769793]
[paragraph, [460.0, 784.0, 370.0, 18.0], shoonya_6s4D3YNTHXLAQE, 5769793]
[paragraph, [460.0, 802.0, 370.0, 18.0], shoonya_6s4D3YNTHXLAQE, 5769793]
[paragraph, [460.0, 820.0, 370.0, 18.0], shoonya_6s4D3YNTHXLAQE, 5769793]
[paragraph, [460.0, 838.0, 370.0, 18.0], shoonya_6s4D3YNTHXLAQE, 5769793]
[paragraph, [453.0, 855.0, 379.0, 18.0], uLNq5PcR3p, 5769793]
[paragraph, [453.0, 873.0, 379.0, 18.0], uLNq5PcR3p, 5769793]
[paragraph, [453.0, 891.0, 379.0, 18.0], uLNq5PcR3p, 5769793]
[paragraph, [453.0, 909.0, 379.0, 18.0], uLNq5PcR3p, 5769793]
[paragraph, [487.0, 948.0, 174.0, 18.0], 9xE_DSIxJy, 5769793]
[paragraph, [487.0, 966.0, 174.0, 18.0], 9xE_DSIxJy, 5769793]
[paragraph, [149.0, 1074.0, 646.0, 18.0], shoonya_1sDOTVQI88CNCL, 5769793]
[paragraph, [149.0, 1092.0, 646.0, 18.0], shoonya_1sDOTVQI88CNCL, 5769793]
[paragraph, [141.0, 1110.0, 560.0, 18.0], 8CiTVyi8-l, 5769793]
[paragraph, [141.0, 1128.0, 560.0, 18.0], 8CiTVyi8-l, 5769793]
[paragraph, [142.0, 1159.0, 652.0, 18.0], scpq1MJI0F, 5769793]
[paragraph, [142.0, 1177.0, 652.0, 18.0], scpq1MJI0F, 5769793]
[paragraph, [142.0, 1195.0, 652.0, 18.0], scpq1MJI0F, 5769793]
[paragraph, [142.0, 1213.0, 652.0, 18.0], scpq1MJI0F, 5769793]
[paragraph, [127.0, 1237.0, 659.0, 18.0], MqQmK7q2JG, 5769793]
[paragraph, [127.0, 1255.0, 659.0, 18.0], MqQmK7q2JG, 5769793]
[paragraph, [127.0, 1273.0, 659.0, 18.0], MqQmK7q2JG, 5769793]
[paragraph, [127.0, 1291.0, 659.0, 18.0], MqQmK7q2JG, 5769793]
[paragraph, [130.0, 1319.0, 598.0, 18.0], EZ3nyS9QXX, 5769793]
[paragraph, [124.0, 1354.0, 686.0, 18.0], sr5oWkA-10, 5769793]
[paragraph, [124.0, 1372.0, 686.0, 18.0], sr5oWkA-10, 5769793]
