[1806, 1262]
[folio, [783.0, 100.0, 318.0, 36.0], shoonya_10sTP30D5418UM, 5680536]
[paragraph, [656.0, 1266.0, 500.0, 36.0], shoonya_9sC6T19YQSRXNW, 5680536]
[paragraph, [656.0, 1302.0, 500.0, 36.0], shoonya_9sC6T19YQSRXNW, 5680536]
[paragraph, [656.0, 1338.0, 500.0, 36.0], shoonya_9sC6T19YQSRXNW, 5680536]
[paragraph, [656.0, 1374.0, 500.0, 36.0], shoonya_9sC6T19YQSRXNW, 5680536]
[paragraph, [656.0, 1410.0, 500.0, 36.0], shoonya_9sC6T19YQSRXNW, 5680536]
[paragraph, [656.0, 1446.0, 500.0, 36.0], shoonya_9sC6T19YQSRXNW, 5680536]
[paragraph, [656.0, 1482.0, 500.0, 36.0], shoonya_9sC6T19YQSRXNW, 5680536]
[paragraph, [98.0, 1201.0, 502.0, 36.0], shoonya_4s52HP99PHNB89, 5680536]
[paragraph, [98.0, 1237.0, 502.0, 36.0], shoonya_4s52HP99PHNB89, 5680536]
[paragraph, [98.0, 1273.0, 502.0, 36.0], shoonya_4s52HP99PHNB89, 5680536]
[paragraph, [97.0, 1343.0, 506.0, 36.0], fPeOKb25LK, 5680536]
[paragraph, [97.0, 1379.0, 506.0, 36.0], fPeOKb25LK, 5680536]
[paragraph, [97.0, 1415.0, 506.0, 36.0], fPeOKb25LK, 5680536]
[paragraph, [97.0, 1451.0, 506.0, 36.0], fPeOKb25LK, 5680536]
[paragraph, [97.0, 1487.0, 506.0, 36.0], fPeOKb25LK, 5680536]
[paragraph, [97.0, 1523.0, 506.0, 36.0], fPeOKb25LK, 5680536]
[paragraph, [97.0, 1559.0, 506.0, 36.0], fPeOKb25LK, 5680536]
[paragraph, [97.0, 1595.0, 506.0, 36.0], fPeOKb25LK, 5680536]
[paragraph, [97.0, 1631.0, 506.0, 36.0], fPeOKb25LK, 5680536]
[paragraph, [97.0, 1667.0, 506.0, 36.0], fPeOKb25LK, 5680536]
[paragraph, [656.0, 1596.0, 506.0, 36.0], rHwfJDPnqu, 5680536]
[paragraph, [656.0, 1632.0, 506.0, 36.0], rHwfJDPnqu, 5680536]
[paragraph, [656.0, 1668.0, 506.0, 36.0], rHwfJDPnqu, 5680536]
